Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
75,23,87.89,Las Brumas,526.0,$8.30,"$4,365.80","

Kyokuto Fadie Corporation

",Juan Jose Ernesto Menendez Arguello,1875 MSNM,El Salvador,2022,,,"Brown sugar, peach raspberry, very clean good balanced, coffee Lemon / lime, Peach, Exotic, Refined, Perfume, Floral, Clean, Clarity, Floral, Spice, Citrus, plumcandy","Bakers chocolate, apple, grapes, Peach, honey, nut chocolate, floral mango, peach, Mandarin, Caramel, Honey Peach, raspberry,  creamy, sugarcane, milk chocolate, Greenapple, Muscat, Cedar, greenpepper, Spiced orange caramel, orange, blossom,apricot, lemon LIME, floral, jasmine, Lemon peel, Caramel,honey","malic, citric, clear, malic, bright, complex, transparent, refined, citric, clear",Natural,Gesha,,,El Salvador
76,24,87.89,Nombre De Dios,764.6,$6.60,"$5,046.36","

Wataru & Co., Ltd.

",Maria Elena Dominguez De Botto,1500 MSNM,El Salvador,2022,,,"Peach, Refined, Sweet, Chocolate, Caramel, Balanced, Sugar cane-, Delicate, rich sweetness, bright citric","Blackcurrant,maple, mango, peach, berry, multi-dimensional, Red berries, orange, Apricot,cherry,orange,floral, jasmine, mango, tropical fruit, wine,  Dried red fruits-peach,apricot- floral, fruit, sugarcan, milk chocolate, berry, citrus, wine, milk chocolate, floral, spice, Red cherry, raspberry,redgrape, lychee, molasses, stewed peaches, prunes, blueberry, black cureant, molasses, kiwi, Cherry,mango","tartaric, complex, malic,refined, structured, tartaric, bright, complex, citric, pointed",Natural,Bourbon & Pacas,,,El Salvador
77,25,87.86,Finca El Pezote,887.0,$7.00,"$6,209.00","

List + Beisler GmbH

",Hugo Alfonso Pineda Rodriguez,1850 MSNM,El Salvador,2022,,,"Creamy body, honey and milk, sweet and smooth, lingering sweetness, citrus and plum, silky","lime, honey ,Pineapple, Ginger,cinamon,cedar, Milk chocolate, orange, raisin, hazelnut, Sugarcane, floral, Stone fruit, red apple, sugarcane, Cherry, plum, lemon, Sweet orange, red cherry, peach, vanilla, Brown sugar,orange, cranberry,macadamia, sugarcane, peach, citrus, grapfruitfruit, Pineapple, Red apple, white peach","bright, crisp, citric, citric, sparkling citric, structured, malic,",Washed,Pacamara,,,El Salvador
78,26,87.61,San Andres,853.0,$7.20,"$6,141.60","

Honu Kato Coffee Inc.

",Jose Alfredo Recinos Diaz,1900 MSNM,El Salvador,2022,,,"Caramel, Chocolate, Butter, Balanced, Citrus, Sweet, Balanced, Clean, Citrus, Round caramel, sweet butter, velvet mouthfeel","dark chocolate, caramel, sugarcane, vanilla, Floral, orange, jasmine, Apricot, apples, cranberry, lime, peach, vanilla, Kiwi, stonefruit,cashewnutCaramel, Brown sugar, lemon LIME, FLORAL, Grape,Milk chocolate, citrus, fruit, Spiced stone fruit, floral","tartaric, malic, Bright citric, complex, malic, citric, crisp, Complex, citric, cranberry,",Natural,Pacamara,,,El Salvador
79,27,87.45,Siberia,423.2,$6.60,"$2,793.12","

Wataru for OGAWA COFFEE

",Rafael Enrique Silva Hoff,1450 – 1675 masl,El Salvador,2022,,,"Intense flavor, Citrus, Floral-, Chocolate, Creamy, Tropical fruit and  stonefruit milky bright, clean","Molasses, maple syrup, lime zest, lemon aid, Tropical fruits, molasses, Ripe orange, caramel, spice, floralberry, fruit, milk chocolate, wine,  Chocolate, vanilla, citrus, peach, wine, citrus, orange and berry, Winey,red currant, Raisin,plum, Prune,Cherry, dark chocolate, Red grape,mango,dark chocolate","citric, clear, refined, Acetic-malic, bright, tartaric",Natural Anaerobico,Sl 34,,,El Salvador
80,1a,91.82,MILEYDI,529.11,$59.90,"$31,693.69","Orsir International Co., Ltd. – Taiwan",NORELVIA ANGELICA ELIAS DE DIAZ,"1,350 MASL",El Salvador,2023,,,"Transparent, Clear, Sugar cane, honey, juicy, caramel, Brown sugar citric, Delicate bright, richSparkling, Mandarine, limebright, black tea, BerryCitricTangy crist, velvety, buttery, silky, creamy, round, smoothsilky, citrus, floral, peach, mango, pinaple, papaya, cinammon, guava Black currant, apricot, panelacedar,mascut Blackcurrant,lemon,cherry,caramelized, tea jasmine, Grapefruit",,,SEMIL – WASHED,PACAMARA,,,El Salvador
81,1b,91.82,MILEYDI,462.97,$58.60,"$27,130.04",Snow Beans Coffee – Japan. WAVY COFFEE. Songdo Coffee. RIO COFFEE,NORELVIA ANGELICA ELIAS DE DIAZ,"1,350 MASL",El Salvador,2023,,,"Transparent, Clear, Sugar cane, honey, juicy, caramel, Brown sugar citric, Delicate bright, richSparkling, Mandarine, limebright, black tea, BerryCitricTangy crist, velvety, buttery, silky, creamy, round, smoothsilky, citrus, floral, peach, mango, pinaple, papaya, cinammon, guava Black currant, apricot, panelacedar,mascut Blackcurrant,lemon,cherry,caramelized, tea jasmine, Grapefruit",,,SEMIL – WASHED,PACAMARA,,,El Salvador
82,2a,91.23,LOS MORALES 1,421.18,$30.20,"$12,719.64","Songdo Coffee_South Korea
Snow Beans Coffee, Bean Brothers Rosa, ONE TO TWO COFFEE, Big Black Box",HENRI MILTON MORALES UMAÑA,1800 M.A.S.L,El Salvador,2023,,,"Clear, Transparent,  juicy, molasses, high, honey, molasses, medium,  citric, complex,  green grape, champagne, smooth, Syrupybig, buttery, silky, velvety, pleasantly silky, silky, Lavender, jasmine, peach, bergamot, madarine vanilla, milk chocolate, citrus, Mango, guava, passionfruit Jasmin,pina, Watermelon white peach, Melon, lemon, jasmine, citrus, fruit, floral,  Super long sweetComplex",,,NATURAL,GEISHA,,,El Salvador
83,2b,91.23,LOS MORALES 1,396.83,$30.10,"$11,944.58",CHG(剁手咖啡群)/ Bean2cup Coffee / 成都澎澎/ M1咖啡奇幻工场/ 海南惊探号/ Boqueron火萨,HENRI MILTON MORALES UMAÑA,1800 M.A.S.L,El Salvador,2023,,,"Clear, Transparent,  juicy, molasses, high, honey, molasses, medium,  citric, complex,  green grape, champagne, smooth, Syrupybig, buttery, silky, velvety, pleasantly silky, silky, Lavender, jasmine, peach, bergamot, madarine vanilla, milk chocolate, citrus, Mango, guava, passionfruit Jasmin,pina, Watermelon white peach, Melon, lemon, jasmine, citrus, fruit, floral,  Super long sweetComplex",,,NATURAL,GEISHA,,,El Salvador
84,3a,90.05,SAN LUIS DE LOS RECUERDOS,330.69,$20.10,"$6,646.87","coffee lusso, ArounZ – South Korea",ROBERTO SAMUEL ULLOA RUSCONI,1600 M.A.S.L,El Salvador,2023,,,"Transparent, clear, caramel, Ripe fruit, roasted nuts, Dark chocolate, berry acidtartaric, complex, Sparkling CitricTart, creamy, buttery,  berry, wine, peach, mango, citrus, blueberryPassion fruit, raspberry, red graspe, lemoncaramel, orange,white peach,strawberry, Whiskey,bananas, grape, spice, tobacco, melon,  honey, brown sugar, red berry.",,,NATURAL ANAEROBICO,PACAMARA,,,El Salvador
85,3b,90.05,SAN LUIS DE LOS RECUERDOS,330.69,$19.00,"$6,283.11",Brew92 – Saudi Arabia,ROBERTO SAMUEL ULLOA RUSCONI,1600 M.A.S.L,El Salvador,2023,,,"Transparent, clear, caramel, Ripe fruit, roasted nuts, Dark chocolate, berry acidtartaric, complex, Sparkling CitricTart, creamy, buttery,  berry, wine, peach, mango, citrus, blueberryPassion fruit, raspberry, red graspe, lemoncaramel, orange,white peach,strawberry, Whiskey,bananas, grape, spice, tobacco, melon,  honey, brown sugar, red berry.",,,NATURAL ANAEROBICO,PACAMARA,,,El Salvador
86,4,89.89,LA MONTAÑA,685.01,$15.30,"$10,480.65",Kyokuto Fadie Corporation – Japan,FRANCISCO ALEXANDER OCHOA ROMERO,"1,385 M.A.S.L",El Salvador,2023,,,"Clear, juicy, honey, sugar cane, black berries, Dark chocolate, Dried fruits, silky, velvety, citrus, vanilla, berry, blacktea Floral, black currant, orange, panel, mango, green Apple, Green tea, tropical floral, pomelo blackberry, blacktea, milk chocolate, lime",,,PACAMARA,,,,El Salvador
87,5,89.89,LA ARADA,"1,521.19",$9.15,"$13,918.89","Mercanta North America for Cartel Roasting Co., Mercanta Limited UK.",CRISTOBAL CARTAGENA SANTAMARIA,1500 MASL,El Salvador,2023,,,"clear,  juicy,  molasses,  sugar cane,  honey,  crisp,  creamy,  silky,  smooth,  buttery,  velvety,  dark chocolate,  caramel,  wine,  panela,  apricot,  fruit,  citrus fruit, Brown sugar,  cranberry ,   pear,  apple,  green grape,  chamomilecitrus,  floral,  spice,  vanilla, strowberry, papaya,  mango, blacktea,  milk chocolate,  red apple,  roasted almond,  pineapple,  lichi,  berries,  harmonious,  Citrus,  Butter, Panallafloral,  cinnamon,  chocolate,  Dried fruit",,,HONEY,PACAMARA,,,El Salvador
88,6,89.54,NUEVA GRANADA,793.66,$12.70,"$10,079.48",Madcap Coffee Company – United States of America,ROBERTO RICARDO HUEZO RODRIGUEZ,1380 masl,El Salvador,2023,,,"transparent, clear,  ,  sugar cane,  honey, buttery,  creamy,  silky,  velvety,  smooth,  Tea,  Milky,  peach,  vanilla,  floral,  Currant,  almond,  orange,  pine,  citrus,  passion fruit,  raspberry,  brown sugar,  berry,  harmonious,  lemon,",,,WASHED,Elefante,,,El Salvador
89,7,89.36,DIVINA PROVIDENCIA,925.94,$13.00,"$12,037.22",La Cabra – Denmark,ROBERTO ULLOA VILANOVA,1660 MASL,El Salvador,2023,,,"clear,  honey,  juicy,  Tropical fruit,  brown sugar,  citric,  complex,  creamy silky,  buttery,  velvety,  citrus,  fruit,  milk chocolate,  floral, rosePlum,  strawberry,  orange,  almond,  spice,  berry,  peach,  Mango, orange,  plum,  aplicot ,  chocolate,  vanilla, grapeberry,  watermelon,  pineapple,  blackberry,  Ripe papaya,  whiskey, prunes,",,,NATURAL,KENYA SL 28,,,El Salvador
90,8,89.25,PLAN DEL HOYO,"1,680.02",$6.10,"$10,248.12",honu加藤珈琲店株式会社 – Japan,"MONSERRATE, S.A. DE C.V.",1760MASL,El Salvador,2023,,,"clear,  transparent,  dark chocolate,  caramel,  Syrupy molasses,  complex,  smooth,  Oily creamy,  velvety,  Syrupy, strawberry candy, bergomont, floral,  vanilla,  grape, milk chocolate,  Honey,  coconut,  lychee,  melon, cacao, pear, pina, lime, passionfruit, molasses, peach,  black tea,  wine,  coconuts,  green apple, wisky ,  Blue berries,  pink guava,  tamarine,  hibiscus,  cinnamon,  Cherry,",,,NATURAL,KENYA SL28,,,El Salvador
91,9,88.91,LOS MORALES 2,"1,124.36",$8.00,"$8,994.88",COFFEE COUNTY – Japan,HENRI MILTON MORALES UMAÑA,1800 M.A.S.L,El Salvador,2023,,,"clear,  honey,  complex,  green grape,  champagne,  Lemonstructured,   Silky,  smooth,  buttery,  velvety,  Lavender,  jasmine,  apricot,  peach,  bergamot,  madarine vanilla,  milk chocolate,  fruit,  Green Mango,  sweet lemons, green grape,  Melon,  lemon,  pineapple,  rose,  sugarcane, black tea Rose, Cherry,",,,HONEY,PACAMARA,,,El Salvador
92,10,88.84,EL MIRADOR,589.01,$13.10,"$7,716.03",M.I.Coffee Corporation – South Korea,ROBERTO ULLOA VILANOVA,1660 MASL,El Salvador,2023,,,"clear,  honey,  sugar cane,  Tropical fruit,  complex,  transparent,  creamy,  buttery,  velvety,  Sparkling,  citrus,  fruit,  milk chocolate,  floral,  strawberry,  orange,  milk chocoate,  almonddark chocolate,  spice,  berry,  peach,  Mango, orange,  aplicot ,  caramel,  chocolate,  vanilla, wisky Plum,  watermelon,  pineapple,  blackberry,  cinnamon,  whiskey, Ron,  Cherry",,,NATURAL ANAEROBICO,GEISHA,,,El Salvador
93,11,88.7,SANTA FE,644.01,$16.40,"$10,561.76",Wataru for WOODBERRY COFFEE – Japan,EDITH ARACELY RODRIGUEZ DE PINEDA,1850 MASL,El Salvador,2023,,,"clear, transparent,  honey,  creamy,  smooth,  silky,  dark chocolate,  wine,  jack fruit,  butter, berry,  floral,  Dry mango,  berry,  peach,  Lemongrass, grapefruits, white peach, cranberry Onion,  brown sugar,  caramel,   papaya,  cooked peach,  vanilla,  Winey,   cacao fruit,  prune, mango, guava,  red apple,  dried strawberry,  chocolateOrange,  ginger,  nutmeg",,,WASHED ANAEROBICO,PACAMARA,,,El Salvador
94,12,88.66,LAS MARIAS,396.83,$19.10,"$7,579.45",DECAMERON COFFEE – China,"INMOBILIARIA TURISTICA, S.A. DE C.V.",1400 MASL,El Salvador,2023,,,"clear,  transparent,  juicy,  sugar cane,  citric,  complex,  silky,  citrus,  floral,  lemongrass, bergomont,  peach,  black tea,  lychee,  fruit, Mango,  nectarines,  aplicot , tropical Green mango,  passionfruit,  lemon,  lavender,  caramel, pear, papaya, jasmine, honey,  milk chocolate,  apriccot,  mandarine orange,  stone fruit",,,NATURAL,GEISHA,,,El Salvador
95,13,88.55,LAS DUANAS,"1,487.01",$8.10,"$12,044.78",Kyokuto Fadie Corporation – Japan,ENRIQUE MENA GUTIERREZ,1910 MASL,El Salvador,2023,,,"clear,  sugar cane,  honey,  juicy,  caramel,   buttery,  creamy,   berry,  peach,  mango,  vanilla,  sugarcane,  orange,  apricot, cacao, cherrybonbon,  Blackberry,  star fruits,  red berry,  Lemon / lime, cardamon Ginger, Green apple,  kiwi,  Tropical fruits,  strawberry,  cacao,  Spice, cinnamon,",,,WASHED ANAEROBICO,PACAMARA,,,El Salvador
96,14,88.54,TALQUEZALAR,846.01,$6.40,"$5,414.46",List & Beisler – Germany,IRENE DEL SOCORRO GONZALES SOZA,1350 MASL,El Salvador,2023,,,"clear, Transparent,  juicy,  caramel,  sugar cane,  Berry,  chocolate,  complex,  structured,  creamy,  smooth,  velvety,   citrus,  floral,  apricot,  mango,  peach,  tobacco, black berry,  wine, chocolate Nutty,  caramel peach,  vanilla, pineapple, honey, jasmine teaberry,  milk chocolate,  Pear,  cramberry,  green appleberry,  Banana,  cinnamon,  Jazmin,  orange peel,  papaya",,,WASHED,PACAMARA,,,El Salvador
97,15,88.46,MILAN,379,$15.30,"$5,798.70","Xiamen Doowell Ocean Biotechnology Co., Ltd. – China","INMOBILIARIA TURISTICA, S.A. DE C.V.",1450MASL,El Salvador,2023,,,"clear,  transparent,  juicy,  sugar cane,  clear,  smooth,  silky,  floral,  lemongrass,  peach,  black tea,  lychee ,  fruit,  berry,  nectarines,  apriccot, tropical Green mango,  lychee,  passionfruit,  lemon,  lavender,  vanillapeach, vanilla, pear, mango, papaya, honey,  mangofruit,  milk chocolate,  mandarine orange,  Rose buds,  jasmine,  cranberryHoney,  blueberry,  eucalyptus",,,NATURAL ANAEROBICO,GEISHA,,,El Salvador
98,16,88.25,LA MANUELA,951.01,$6.10,"$5,801.16",1895 by Lavazza – Italy,"CUCHUBAL, S.A. DE C.V.",1000 - 1250 MASL,El Salvador,2023,,,"juicy,  sugar cane,  silkysilky, velvety,  drying Tropical,  pineapple,  berry,  floral,  milk chocolate,  Red grape,  pinapple, mango,  lemon,  raspberry, Chocolate,  caramel,  Jasmine, whisky, cacao, wine,  fruit,  mango,  Tropical fruit, caramel,  dark chocolate,  banana,  dark cherry,   blue berry,  White grape,  champagne,  gimger,   Tea like,  red wine,  cinnamon",,,NATURAL ANAEROBICO,H1 CENTROAMERICANO,,,El Salvador
99,17,88.11,SAN NICOLAS,592.01,$16.40,"$9,708.96",Wataru for Voila Coffee. – Japan,JOSE EDGARDO GUTIERREZ DIAZ,,El Salvador,2023,,,"clear,  honey,  caramel,  sugar cane,  Chocolate, sweet  crisp, complex,  Pineapple ,  creamy,  smoothsmooth,  grape,  milk chocolate,  sugarcane,  mango,  pinapple, melon, papaya, molasses, caramel,  Cranberry,  tobacco,  floral,  spice,  cinnamn, berry,  pineapple,  dark chocolate,  melon,  cramberry,  sweet,  Lemon / lime, Chocokate,  Structure",,,NATURAL ANAEROBICO,GEISHA,,,El Salvador
100,18,88.09,D.R.,"1,058.22",$6.00,"$6,349.32","Wataru & Co., Ltd. – Japan",MORENA ELIZABETH LANDAVERDE DE RODRIGUEZ,,El Salvador,2023,,,"clear,  honey,  caramel,  sugar cane,  Chocolate, sweet  crisp, complex,  Pineapple ,  creamy,  smoothsmooth,  grape,  milk chocolate,  sugarcane,  mango,  pinapple, melon, papaya, molasses, caramel,  Cranberry,  tobacco,  floral,  spice,  cinnamn, berry,  pineapple,  dark chocolate,  melon,  cramberry,  sweet,  Lemon / lime, Chocokate,  Structure",,,HONEY ANAEROBICO,PACAMARA,,,El Salvador
101,19,88.05,LOS AZACUANES,714.01,$6.80,"$4,855.27",Brew92 – Saudi Arabia,"INVERSIONES GECA, S.A. DE C.V.",1350 MASL,El Salvador,2023,,,"clear,  sugar cane,  juicy,  silky,  creamy,  velvety,  milk chocolate,  apricot,  orange,  floral, jasmin,  berry,  sugarcane,  grape, Chocolate,  pear, coconut, papaya, milk chocolate,  strawberry,  black tea,  berries,  Tropical fruit,  chocolate",,,NATURAL ANAEROBICO,GEISHA,,,El Salvador
102,20,88.05,NORUEGA,462.97,$13.80,"$6,388.99",Campos Coffee – Australia,"LOS NARANJOS CAFE, S.A. DE C.V.",1700 MASL,El Salvador,2023,,,,,,NATURAL,GEISHA,,,El Salvador
103,21,87.91,SANTA LETICIA,925.94,$5.40,"$5,000.08","Wataru & Co., Ltd. – Japan","PAMON, S.A. DE C.V.",,El Salvador,2023,,,"transparent,  clear,  sugar cane,  juicy,  Lactic,  apricot,  passion fruit,  orange,  creamy,  silky,  buttery,  chocolate, strawberty, papaya, melon, brownsugar, vanilla,  black tea,  apple,  onion,  blackberry,  cranberry berry,  peach,  Cinnamon,  spicy,  vanilla,  dark chocolate,  milk chocolate,  hibiscus,  mamey",,,NATURAL,PACAMARA,,,El Salvador
104,22,87.73,EL ZAPOTE (ETHIOPIA),630.01,$6.90,"$4,347.07",NOZY COFFEE – Japan,DAVID VELASQUEZ GOMEZ,2050 MASL,El Salvador,2023,,,"transparent,  honey,  sugar cane,  creamy,   milk chocolate,  berry,  caramel,  Lemon,  mint, tangeline,  peach,  tea,  citrus,  dried fig,  orange, honey,  Vanilla, apricot, watermelon, strawberry,  red berries",,,NATURAL,GEISHA,,,El Salvador
105,23,87.66,PEÑA REDONDA,854.01,$7.15,"$6,106.17","Wataru & Co., Ltd. – Japan",CARLOS MAURICIO LEMUS LANDAVERDE,1500 MASL,El Salvador,2022,,,"clear,  juicy,   caramel,  berry,  floral,  peach,  Orange, apricot,  panela,  plum , vanilla, apricot Floral,  sugarcane,  citrus,  bergamot,   pear, melon, cream, strawberry,  cinnamon,  oatmeal,  pearLychi,  Tangerine, nectarine Mango,  Butter,  Creamy,",,,HONEY,PACAMARA,,,El Salvador
106,24,87.64,EL TARRO,757.01,$5.20,"$3,936.45","Wataru & Co., Ltd. – Japan",GERARDO ENRIQUE MENDEZ FLOREZ CABEZAS,"1,350 M.A.S.L",El Salvador,2023,,,"clear,  caramel,  honey,  malic,   Silky,  buttery,  creamy,   Passionfruit,  Cherry,  mango,  dark chocolate,  molasse,  lychee,  grape,  berry,  citrus,  sugarcane,  spice,  dark chocolate,  wine,  dark chocolate,  caramel,  Caramel,  apple,   green grape,  Orange,  tropical fruit,  caramel,  Cacao,  cherry Chocolate,  orange,  pinapple,  aniz,  Ron,  whiskey,",,,NATURAL ANAEROBICO,PACAMARA,,,El Salvador
107,25,87.63,EL GUAJE,784.01,$5.20,"$4,076.85","Wataru & Co., Ltd. – Japan",MARIA ELENA MARGARITA ORTIZ HERRERA DE MENDEZ,1600 MASL,El Salvador,2023,,,"clear,  caramel,  honey,  malic,   Silky,  buttery,  creamy,   Passionfruit,  Cherry,  mango,  dark chocolate,  molasse,  lychee,  grape,  berry,  citrus,  sugarcane,  spice,  dark chocolate,  wine,  dark chocolate,  caramel,  Caramel,  apple,   green grape,  Orange,  tropical fruit,  caramel,  Cacao,  cherry Chocolate,  orange,  pinapple,  aniz,  Ron,  whiskey,",,,NATURAL,PACAMARA,,,El Salvador
108,26,87.59,PINAR DE SANTIAGO,793.66,$5.00,"$3,968.30",NOZY COFFEE – Japan,"BORJA LETONA, S.A. DE C.V",1400 MASL,El Salvador,2023,,,"juicy,  sugar cane,  silkysilky, velvety,  drying Tropical,  pineapple,  berry,  floral,  milk chocolate,  Red grape,  pinapple, mango,  lemon,  raspberry, Chocolate,  caramel,  Jasmine, whisky, cacao, wine,  fruit,  mango,  Tropical fruit, caramel,  dark chocolate,  banana,  dark cherry,   blue berry,  White grape,  champagne,  gimger,   Tea like,  red wine,  cinnamon",,,NATURAL,ANACAFE 80% /MARSELLESA 20%,,,El Salvador
109,27,87.55,SANTA PETRONA,661.39,$5.50,"$3,637.65",honu加藤珈琲店株式会社 – Japan,"TEJEMET, S.A. DE C.V.","1,480-1,500",El Salvador,2023,,,"clear,  caramel,  honey,  malic,   Silky,  buttery,  creamy,   Passionfruit,  Cherry,  mango,  dark chocolate,  molasse,  lychee,  grape,  berry,  citrus,  sugarcane,  spice,  dark chocolate,  wine,  dark chocolate,  caramel,  Caramel,  apple,   green grape,  Orange,  tropical fruit,  caramel,  Cacao,  cherry Chocolate,  orange,  pinapple,  aniz,  Ron,  whiskey,",,,NATURAL,PACAMARA,,,El Salvador
110,28,87.54,LOS ANGELES,377,$5.40,"$2,035.80",珈琲豆专门店/ 成都澎澎/ 海南惊探号/ Boqueron火萨,"INTERMUNDIAL, S.A. DE C.V.",1500 MASL,El Salvador,2023,,,"clear, Transparent,  juicy,  caramel,  sugar cane,  Berry,  chocolate,  complex,  structured,  creamy,  smooth,  velvety,   citrus,  floral,  apricot,  mango,  peach,  tobacco, black berry,  wine, chocolate Nutty,  caramel peach,  vanilla, pineapple, honey, jasmine teaberry,  milk chocolate,  Pear,  cramberry,  green appleberry,  Banana,  cinnamon,  Jazmin,  orange peel,  papaya",,,NATURAL,KENYA,,,El Salvador
111,29,87.5,HOLANDA,782.01,$5.10,"$3,988.25","Wataru & Co., Ltd. – Japan",CARLOS MAURICIO ALBERTO ESCALON PACAS,1150 MASL,El Salvador,2023,,,"transparent, clear,  ,  sugar cane,  honey, buttery,  creamy,  silky,  velvety,  smooth,  Tea,  Milky,  peach,  vanilla,  floral,  Currant,  almond,  orange,  pine,  citrus,  passion fruit,  raspberry,  brown sugar,  berry,  harmonious,  lemon,",,,NATURAL ANAEROBICO,BOURBON/KENYA,,,El Salvador
112,1,90.37,San Nicolas A,,$50.10/lb,"$90,180.00","UCC Ueshima Coffee Co., Ltd.",Jose Edgardo Gutierrez Diaz,1500 masl,El Salvador,2013,La Palma,Chalatenango,"elegant and exotic, sweet.Body: velvety, smooth, big body, buttery, juicy","sugar cane, honey, spice, sweet tomato, lime, grape fruit, dark chocolate, hopes, peach flavor, grape, mango, tobacco, caramel","lime, citric, crisp, complex, red apple, malic, and tartaric",Washed,Pacamara,3.52 hectares,3.52 hectares,El Salvador
113,2,89.8,Tablon El Copo,,$25.10/lb,"$39,532.50","Maruyama Coffee, Yamada Coffee",Mauricio Arturo Salaverria Caceres,1400 masl,El Salvador,2013,Juayua,Sonsonate,"well structured.Body: round, silky, juicy","cherry, hibiscus, passion fruit, honey, sangria wine, cider, Champaign, milk chocolate, dry apricot, spice, sugar cane, mango, floral, multidimensional","structure, complex, clear, elegant, crisp, and transparent",Semi-Washed,Bourbón,42.25 hectares,42.25 hectares,El Salvador
114,3,89.1,Suiza,,$17.10/lb,"$37,620.00","Time’s Club, HoneyCoffee, Tashiro coffee, Momos Coffee, Coffee Radio and Coffee Libre",Julia Margarita Martinez Molina,1650 masl,El Salvador,2013,Santa Ana,Apaneca-Ilamatepec,"exotic, long juicy aftertaste.Body: big, juicy, syrupy, smooth, heavy","apple, cinnamon, vanilla, anise port wine, floral, cranberry, peach, mango, white wine, grape fruit","sparkling, complex, bright, transparent",Washed,,22 hectares,22 hectares,El Salvador
115,4,88.8,Peña Redonda,,$10.70/lb,"$25,680.00","LAF/Almacielo, Roasting House, Coffee Radio",Carlos Mauricio Lemus Landaverde,1500 masl,El Salvador,2013,La Palma,Chalatenango,"Body: silky, round, and creamy","water melon, honey, spice, dark chocolate, cider, salted caramel, red apple, orange, cherries, muscatel","citric, bright, complex, crisp",Semi-Washed,Pacamara,7.04 hectares,8.45 hectares,El Salvador
116,5a,88.3,Andalucia – {O},,$25.20/lb,"$28,980.00",Terarosa Coffee (Korea),Sociedad Lima Y Hermanos,1350 masl,El Salvador,2013,Ahuachapan,Apaneca-Ilamatepec,"Body: round, heavy, creamy, buttery, smooth","caramel, spicy, almond, jasmine, peach, apple, papaya, black pepper, honey","crisp, citric, bright, tartaric, complex, black tea, and cola.",Washed,Bourbón,28.17 hectares,28.17 hectares,El Salvador
117,5b,88.3,Divina Providencia,,$12.00/lb,"$22,800.00",Monmouth Coffee Company,Roberto Samuel Ulloa Vilanova,1650 masl,El Salvador,2013,Santa Ana,Apaneca-Ilamatepec,"very balanced.Body: syrupy, silky, smooth, creamy","almond, chocolate, coconut, cocoa, tea like, peach, sugar cane, sweet tobacco","structured, refined, bright, transparent",Washed,Bourbón,42.25 hectares,59.86 hectares,El Salvador
118,6,87.63,Santa Elena – {O},,$20.20/lb,"$24,543.00","Terarosa Coffee, Beanybeans & BoKKum Coffee Roasters, Pohang Arabica, Rawbean Coffee Academy, Wonhyoro Coffee (Korea)",Julia Rosa Mena de Lima,1850 masl,El Salvador,2013,Santa Ana,Santa Ana,"Body: silky, smooth, balanced, full","pine apple, butter, pecan, dark chocolate, sugar cane, peach, mango","structured, tangerine, bright",Washed,Bourbón,31.69 hectares,31.69 hectares,El Salvador
119,7,87.6,La Gloria,,$10.20/lb,"$26,316.00","Melbourne Coffee Merchants on behalf of Cup Coffee, Ministry Grounds, Market Lane Coffee, Cleanskin Coffee Co, Merlo Coffee, Monk Bodhi Dharma, Genovese // Mercanta The Coffee Hunters on behalf of Kéan Coffee(USA), Twoday Coffee Roasters (UK), Camolini (Germany), Dutch Barista Coffee (Holland), Caffè Cataldi (France), Kaffitár (Iceland)",Graciela Cáceres Martinez,1700 masl,El Salvador,2013,Nueva San Salvador,La Libertad,"sweet finish. Body: silky, round, well structured, buttery","jasmine, cherry, vanilla, coconut, cinnamon, rose, caramel, peach, mango, blackberry jam","crisp, juicy, red grape, refined and clean",Washed,Bourbón,9.8 hectares,9.8 hectares,El Salvador
120,8,87.3,Malacara Lote B,,$8.00/lb,"$22,400.00",M.I. COFFEE CORPORATION,"Chantuc, S.A. De C.V.",1500 masl,El Salvador,2013,Santa Ana,Apaneca-Ilamatepec,"long aromatic aftertaste.Body: creamy and rich, smooth","honey, chocolate, caramel, lychee, vanilla, all spice, floral, ginger, exotic, stone fruit, sugar cane, juicy","transparent, complex, citric, lime, green apple, malic",Washed,Bourbón,47.89 hectares,49.30 hectares,El Salvador
121,9,87.17,Santa Julia,,$7.20/lb,"$22,320.00",Gamsung international coffea coffee Inc.,Ricardo Alonso Escobar Vasquez,1500 masl,El Salvador,2013,Chalchuapa,Santa Ana,"candy like, harmonious.Body: silky, creamy and smooth, round","lime, chocolate, salted caramel, cherry","pine apple, bright, transparent, crisp, clear",Washed,Bourbón,13.73 hectares,13.73 hectares,El Salvador
122,10,86.87,El Optimismo,,$6.30/lb,"$21,672.00","[BUSAN GROUP] – Coffee Loves Him Roasting Company, MOMOS COFFEE, Black Up Coffee Factory, Coffee Eyagi, In Earth Coffee, COFFEE GEEKS, People N Talk Coffee & COFFEE LIBRE",Lucia Martinez De Zepeda,1500 masl,El Salvador,2013,Alegria,Usulutan,"Body: creamy, round, big, round","honey, jasmine, hazelnut chocolate, candy pecan, red apple","lively, orange, complex, structured, citric",Washed,Bourbón,16.20 hectares,22.85 hectares,El Salvador
