Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
118,13,87.77,"Linda Vista – Valladares Rodriguez, Inmer Abel","1,385.28",$12.50/lb,"1,385.28","$17,316.00 ","Valladares Rodriguez, Inmer Abel",4900 - 4920,Guatemala,2018,Jalapa,Monjas,"Honey, syrupy, long lasting, clean, juicy, round, caramel, sweet, silky","Plum, grapefruit, orange, vanilla, black tea, floral, honey, brown sugar, caramel, chocolate","Citric, malic, mandarin",Honey,Gesha,,,Guatemala
119,14,87.73,"Las Macadamias – Las Macadamias, S.A.",968.48,$12.50/lb,968.48,"$12,106.00 ","Las Macadamias, S.A.",5000 - 6000,Guatemala,2018,Huehuetenango,La Libertad,"Honey, smooth, long lasting, clean, juicy, round, syrupy, well structured","Chocolate, orange, brown sugar, caramel, vanilla, mango, cinnamon, plum, stone fruit, berries","Citric, malic, refined",Washed,Pacamara,,,Guatemala
120,15,87.63,"Guatalón – Juarez Solares, Guillermo Antonio","1,020.20",$12.10/lb,"1,020.20","$12,344.42 ","Juarez Solares, Guillermo Antonio",4600 - 6200,Guatemala,2018,Santa Rosa,Santa Rosa de Lima,"Juicy, well balanced, sweet, honey, transparent, clean","Brown sugar, caramel, chocolate, grapefruit, orange, peach, melon, green apple","Bright, citric, grapes, malic",Washed,Pacamara,,,Guatemala
121,16,87.57,"Jauja y Anexos – Operadora Santa Clara, S.A.","1,026.29",$10.20/lb,"1,026.29","$10,468.16 ","Operadora Santa Clara, S.A.",4500 - 5000,Guatemala,2018,Sacatepequez,Antigua Guatemala,"Honey, sweet, juicy, clean, creamy, well balanced, silky, consistent","Chocolate, red apple, orange, brown sugar, caramel, plum, grape, chocolate","Citric, malic, red apple",Washed,Pacamara,,,Guatemala
122,17,87.43,"El Limonar – Ovalle Mont, Rosa María",775.8,$15.10/lb,775.8,"$11,714.58 ","Ovalle Mont, Rosa María",4000 - 4250,Guatemala,2018,Huehuetenango,La Libertad,"Long lasting, juicy, chocolate, honey, sweet, round, clean","Caramel, wine, brown sugar, mandarin, orange, red wine, plum, melon, cherry, chocolate, raisin","Grapes, lively, orange, complex",Natural,Pacamara,,,Guatemala
123,18,87.33,"El Zapote – Melendez Perez, Julio Roberto","1,810.20",$10.11/lb,"1,810.20","$18,301.12 ","Melendez Perez, Julio Roberto",4000 - 5050,Guatemala,2018,Chimaltenango,Acatenango,"Honey, clean, sweet, well balanced, juicy, round, smooth, chocolate","Caramel, honey, orange, caramel, floral, peach, vanilla, green tea, cocoa nibs, cherry","Citric, mandarin, tartaric",Washed,Gesha,,,Guatemala
124,19,87.23,"Calahute Alto – Café Don Alfonso, S.A","1,103.36",$8.60/lb,"1,103.36","$9,488.90 ","Café Don Alfonso, S.A",4500 - 4950,Guatemala,2018,Huehuetenango,La Democracia,"Sweet, caramel, clean, dense, syrupy, silky, juicy","Caramel, chocolate, mandarin, vanilla, plum, green apple, mango, nougat, molasses","Lively, malic, complex",Washed,Pacamara,,,Guatemala
125,20,87.23,"El Líbano – Perez Liquidano, Herbert Estuardo","1,597.23",$12.40/lb,"1,597.23","$19,805.65 ","Perez Liquidano, Herbert Estuardo",4350 - 4500,Guatemala,2018,Chimaltenango,Acatenango,"Round, clean, sweet, syrupy, improved as cools, creamy, long lasting, juicy","Caramel, vanilla, floral, apricot, brown sugar, chocolate, peach, almond, toasty, red apple, lime","Bright, citric, green apple, orange",Washed,Gesha,,,Guatemala
126,21,87.2,"Rio Arriba – Cercol, S.A.",846.79,$15.60/lb,846.79,"$13,209.92 ","Cercol, S.A.",5090 - 6570,Guatemala,2018,Guatemala,Palencia,"Creamy, clean, juicy, honey, long lasting","Orange, red wine, mango, wine, peach, raspberry, cherry, raisin","Citric, fruit",Honey,Maracaturra,,,Guatemala
127,22,87.17,"La Esperanza – Villatoro Castillo, Pedro","1,177.39",$8.15/lb,"1,177.39","$9,595.73 ","Villatoro Castillo, Pedro",4600 - 6100,Guatemala,2018,Huehuetenango,La Libertad,"Creamy, clean, sweet, juicy, syrupy, smooth","Caramel, chocolate, red apple, honey, mandarin, orange, brown sugar, honey","Bright, citric, malic, orange",Washed,Bourbón,,,Guatemala
128,23,87.17,"San Antonio de Esquipulas y Anexo – Corporación Mil, S.A.","1,275.76",$10.51/lb,"1,275.76","$13,408.24 ","Corporación Mil, S.A.",4150 - 5775,Guatemala,2018,Huehuetenango,La Democracia,"Clean, honey, juicy, creamy, caramel, smooth, long lasting, sweet","Caramel, honey, brown sugar, caramel, orange, green tea, chocolate, molasses","Citric, orange",Washed,Catuaí,,,Guatemala
129,24,87.07,"Santa Clara – Operadora Santa Clara, S.A.",808.25,$11.10/lb,808.25,"$8,971.58 ","Operadora Santa Clara, S.A.",5100 - 6200,Guatemala,2018,Sacatepequez,Antigua Guatemala,"Clean, sweet, smooth, creamy, long lasting, juicy, honey","Brown sugar, floral, chocolate, grapefruit, orange, vanilla, honey, caramel, blueberry",Citric orange,Washed,Gesha,,,Guatemala
130,25,86.67,"San Guayabá – Cercol, S.A.",796.08,$15.40/lb,796.08,"$12,259.63 ","Cercol, S.A.",5090 - 6570,Guatemala,2018,Guatemala,Palencia,"Juicy, sweet, honey, clean, smooth, round","Caramel, dark chocolate, grapefruit, orange, red wine, cherry","Tartaric, complex, malic, lactic",Natural,Pacamara,,,Guatemala
131,26,86.57,"El Porvenir – Mooney Del Carmen, Joseph Daniel","2,095.16",$8.00/lb,"2,095.16","$16,761.28 ","Mooney Del Carmen, Joseph Daniel",5400 - 6000,Guatemala,2018,Chimaltenango,Chimaltenango,"Clean, honey, sweet, well balanced, creamy, long lasting, caramel, chocolate, juicy","Brown sugar, caramel, honey, orange, melon, red apple, chocolate","Bright, citric, lemon, malic, orange",Washed,Caturra,,,Guatemala
132,27,86.53,"La Hermosa – Perez Ríos, Max Fernando",881.27,$12.10/lb,881.27,"$10,663.37 ","Perez Ríos, Max Fernando",6000 - 7000,Guatemala,2018,Chimaltenango,Acatenango,"Syrupy, smooth, caramel, chocolate, well balanced, juicy","Grapefruit, caramel, wine, red apple, chocolate, mandarin, vanilla, grape, mango, cherry, butterscotch, chocolate","Citric, orange, tartaric",Natural,Pacamara,,,Guatemala
133,28,86.4,San Rafael Urias Valdes – Felix Valdés Q. y Hnas. Sucesores,"2,759.41",$9.55/lb,"2,759.41","$26,352.37 ",Felix Valdés Q. y Hnas. Sucesores,4500 - 5000,Guatemala,2018,Sacatepequez,Ciudad Vieja,"Clean, honey, round, dry, caramel, sweet, well balanced","Caramel, orange, chocolate, honey, molasses, plum, melon, almond","Bright, citric, orange",Washed,Bourbon,,,Guatemala
134,29,86.17,"San Agustin Las Cañas – Operadora Santa Clara, S.A.",999.92,$12.10/lb,999.92,"$12,099.03 ","Operadora Santa Clara, S.A.",5300 - 5900,Guatemala,2018,Sacatepequez,Antigua Guatemala,"Clean, sweet, creamy, caramel, chocolate, honey","Caramel, chocolate, orange","Bright, citric, malic",Washed,Bourbón,,,Guatemala
135,30,86.17,"El Muro – Valladares Rodriguez, Inmer Abel","1,209.84",$10.40/lb,"1,209.84","$12,582.34 ","Valladares Rodriguez, Inmer Abel",4760 - 4980,Guatemala,2018,Jalapa,Monjas,"Clean, chocolate, creamy, round, smooth, honey, well balanced","Brown sugar, caramel, honey, orange, caramel, floral, honey, lemon, chocolate, floral, jasmine, vanilla, green tea, green apple, chocolate","Citric, malic, bright, green apple, mandarin, refined, complex",Honey,Gesha,,,Guatemala
136,31,86.13,"El Injerto I – El Injerto, S.A.",811.29,$15.10/lb,811.29,"$12,250.48 ","El Injerto, S.A.",5000 - 8000,Guatemala,2018,Huehuetenango,La Libertad,"Honey, creamy, dense, syrupy, lingering, clean, sweet","Dark chocolate, vanilla, wine, berries",Grapes,Natural,Pacamara,,,Guatemala
137,32,86.13,"Antigua Buena Vista y Anexos – Entre Caminos, S.A.",959.35,$12.10/lb,959.35,"$11,608.14 ","Entre Caminos, S.A.",5000 - 6300,Guatemala,2018,Sacatepequez,Jocotenango,"Clean, sweet, silky, juicy, creamy, round, long lasting, smooth","Chocolate, brown sugar, orange, caramel, honey, vanilla, mandarin, almond, green apple","Bright, citric, soft",Washed,Geisha,,,Guatemala
138,33,86.13,"La Montañita – Gonzalez Morales, José Humberto",959.35,$7.65/lb,959.35,"$7,339.03 ","Gonzalez Morales, José Humberto",5500 - 6500,Guatemala,2018,Jalapa,Mataquescuintla,"Smooth, chocolate, sweet, well balanced, improved as cools","Caramel, chocolate, orange, brown sugar, dark chocolate, mandarin, vanilla, wine, almond, toasty","Citric, orange, red apple",Washed,Catuaí,,,Guatemala
139,34,86.1,"Santa Cecilia y Anexos – Castillo Herrera, Mariano","1,761.52",$7.80/lb,"1,761.52","$13,739.86 ","Castillo Herrera, Mariano",4500 - 5000,Guatemala,2018,Huehuetenango,San Pedro Necta,"Clean, long lasting, smooth, caramel, chocolate, sweet","Caramel, chocolate, vanilla, dark chocolate, honey, mandarin, orange, prune, molasses","Citric, orange",Washed,Caturra,,,Guatemala
140,1a,90.16,Las Macadamias,462.966,$58.70/lb,"$27,176.34 ","Maruyama Coffee, Sarutahiko Coffee, Ponpon Coffee, Goodboybob coffee, Harrods","Las Macadamias, Sociedad Anonima", 5800 - 6000 feet,Guatemala,2019,La Libertad,Huehuetenango,"long lasting and persistent, buttery and consistent, heavy creamy mouthfeel, intense mouthfeel, long lasting and clean finish","Mango, honey, plum, starwberry, red wine, bluberry, grape cider, raising and cinnamon, papaya, cherry, bluberry yougurt","lactic, complex, malic,",Natural,Pacamara,,12 ha,Guatemala
141,1b,90.16,Las Macadamias,353.5076,$58.70/lb,"$20,751.04 ","Coffee Me Up (Korea), tochcoffee, L’OISEAU, morebi cafe_jeju","Las Macadamias, Sociedad Anonima", 5800 - 6000 feet,Guatemala,2019,La Libertad,Huehuetenango,"long lasting and persistent, buttery and consistent, heavy creamy mouthfeel, intense mouthfeel, long lasting and clean finish","Mango, honey, plum, starwberry, red wine, bluberry, grape cider, raising and cinnamon, papaya, cherry, bluberry yougurt","lactic, complex, malic,",Natural,Pacamara,,12 ha,Guatemala
142,2a,90.14,Kalibus la Sierra,1058.21,$23.00/lb,"$24,338.83 ","Maruyama Coffee, Sarutahiko Coffee, Ponpon Coffee, Songdo Coffee","Castillo Cerezo, Pompeyo","5,177.16 feet to 6,561 feet",Guatemala,2019,San Agustín Acasaguastlán,El Progreso,"silky and delicate, transparent, velvety, elegant","Lyche and floral, cedar, orange, rose, grape and cherries, black tea, jazmin, plum, raspberry","juicy and refined, orange like, complex, red apple, malic, pineapple juicy",Washed,Gesha,,141 Hectares,Guatemala
143,2b,90.14,Kalibus la Sierra,940.92,$25.00/lb,"$23,523.00 ","MOMOS COFFEE, PEER COFFEE","Castillo Cerezo, Pompeyo","5,177.16 feet to 6,561 feet",Guatemala,2019,San Agustín Acasaguastlán,El Progreso,"silky and delicate, transparent, velvety, elegant","Lyche and floral, cedar, orange, rose, grape and cherries, black tea, jazmin, plum, raspberry","juicy and refined, orange like, complex, red apple, malic, pineapple juicy",Washed,Gesha,,141 Hectares,Guatemala
144,3a,90.03,El Injerto I,595.24,$24.20/lb,"$14,404.81 ",Wataru FOR TAKAMURA COFFEE ROASTERS,El Injerto Sociedad Anonima, 5800 - 6000 feet,Guatemala,2019,La Libertad,Huehuetenango,"lingering aftertaste, delicate, syrupy, persistent and harmonious, creamy and dense, saturated sugar sweetness","white berries, almond, dry apricot, malt, red apple, fig, jazmin and green tea, orange, liquorish, honey and milk","malic and complex, refined, tartaric, juicy",Washed,Pacamara,,680 ha,Guatemala
145,3b,90.03,El Injerto I,528.44,$24.10/lb,"$12,735.40 ","MUSEO Co.,LTD,  May Forest Inc,  DNU Coffee,  Cafe Migok square 3.5",,,Guatemala,2019,,,,,,,,,,Guatemala
146,4,89.98,Río Dorado,1099.76,$21.10/lb,"$23,204.94 ",Blossom Valley Intl / THE FEW COFFEE & GOODS / Shanghai Ultimate coffee / Rose coffee,"Monterroso Pineda, Jose Roberto","1,200 to 2,000 mts",Guatemala,2019,Morales,Jalapa,"viscous body, heavy, transparent, syrupy","Rhum Raisin, passion fruit, red wine, hibiscus, apple pie, strawberry, guava, mango","Grapefruit, grapes, persistent, malic, tartaric and complex, fresh and effervecent",Natural,Pacamara,,50 hectares,Guatemala
147,5,89.72,Villaure,1392.87,$10.90/lb,"$15,182.28 ","Huracan Coffee (Sviezia Kava), ONYX COFFEE, LaB Coffee & Roasters, Carabello, Burman, Primer, Ascencion,Moustache Coffee Club, Pilcrow, Wolff","Villatoro Castillo, Aurelio",4529-5740 feet,Guatemala,2019,Hoja Blanca,Huehuetenango,"Transparent and silky, consistent, smooth and refined","Red Apple, Honey and elderflower, brown sugar, cacao nib, rose tea, cinnamon","Soft champagne like, malic, red apple, elegant, orange",Washed,Caturra,,31.39 hectares,Guatemala
148,6,89.42,Los Lirios,959.55,$26.00/lb,"$24,948.30 ","Intelligentsia, Coffee Libre, AKA Coffee, Dutch Barista Coffee, Songdo Coffee,





ErgosCoffee.com (Taiwan)","San Isidro Chacaya, S. A.",1.700 to 2.100 m.a.s.l.,Guatemala,2019,Sololá,Sololá,"bold and lively, candy like, syrupy, very sweet and persistent","Boozy, blueberry, sugarcane juice, panella, mango, honey, lavander, sweet molasses, red wine, floral, tamarinde, fig, apricot","balanced, multiple fruit acids, complex, redwine, tangerine",Washed,Typica,10 ha,90 ha,Guatemala
149,7,89.41,La Reforma y Anexos,945.77,$16.00/lb,"$15,132.32 ","GSC International Co., Ltd.","La Reforma Y Asociados, S. A.",1400 – 1800 masl,Guatemala,2019,Agua Dulce,Huehuetenango,"silky body, buttery and transparent, honey sweetness, butterscotch","honey, floral, peach, orange, cherry, vanilla, buterscotch, melon, lyche, grape and orange, red fruit and rose","Bright and complex, tartaric and quinic, intense",Washed,Gesha,, 74 hectares,Guatemala
150,8,89.25,El Morito,942.47,$14.60/lb,"$13,760.06 ","MUSEO Co.,LTD","Monterroso Pineda, Jose Roberto","1,400 to 2,350 mts",Guatemala,2019,Morales,Jalapa,"smooth and syrupy, long lasting end, persistent","orange blossom, florarl, honney suckle, floral, jazmin, lemon tea, swiss chocolate, pinapple, raspberry, creamy black tea","liveley, crisp, bright, refined, complex, peachy acidity",Washed,Gesha,98.0 hectares,672 hectares,Guatemala
151,9,88.83,El Centro,1036.93,$12.10/lb,"$12,546.85 ",La Boheme Cafe,"Valladares Rodriguez,Inmer Abel",1450 masl,Guatemala,2019,Village El Pinal Monjas,Jalapa,"Smooth, creamy, round mouthfeel, balanced","refined sugars, blackberry, ginger, starberry, melon, red apple, apricot, kiwi","Malic, red apple, lactic, soft",Washed,Gesha,,12 hectares,Guatemala
152,10,88.17,San Antonio Chaguité,935.96,$10.70/lb,"$10,014.77 ","Time’s Club, Coffee Libre, Valley Coffee Roasters(China)","Agropecuaria San Antonio Quenene, S. A.",1900 masl,Guatemala,2019,Agua Dulce,Huehuetenango,"Full, velvety, Silky body, long lasting","nectarine, caramel and red apple, vanilla, blueberry, green apple, hibiscus and plum, brown raisin, pear","Juicy, orange and refined, citric and complex, grapefruit like",Washed,Gesha,,66 hectares,Guatemala
153,11,88.16,Chualax,888.45,$21.30/lb,"$18,923.99 ",Sarutahiko Coffee Inc.,"Agrocomercial Santa Felisa, Sociedad Anonima","5,780 to 5,277.60 fasl",Guatemala,2019,Acatenango,Chimaltenango,"very balanced, juicy, syrupy, full round","Blueberry, strawberry, orange vanilla, plum, floral, mango, melon, red wine, white wine, prunes, sugar, almonds, red currant, honey","liveley, complex, citric, orange, grapes",Natural,Gesha,,7.04 Ha,Guatemala
154,12,88.11,Plan de la Vega,1814.61,$9.20/lb,"$16,694.41 ",La Boheme Cafe,"Argueta Herrera, Erwin Humberto",,Guatemala,2019,,Huehuetenango,"Smooth, round, juicy aftertaste, transparent","Mango, bergamot and peach, figs and green tea, red wine, marshmellow, cherry, caramel, grapes","Malic, refined, crisp, citric",Washed,Caturra,,,Guatemala
155,13,88,Los Aguacatones,1134.82,$13.30/lb,"$15,093.11 ",Brew92 Cafe & Roastery,"De La Peña Illescas, Rosa Maria",4000 to 5000 feet,Guatemala,2019,La Esperanza,Huehuetenango,"Round, long aftertaste","Honey, tamarinde, blood orange, pommgrenate, raspberry, japanese matcha, jazmin, rose, lyche","Balanced and round, sweet citric, bright, tangarine",Washed,Typica,,8.07 hectares,Guatemala
156,14,87.92,Jauja y Anexos,819.67,$15.50/lb,"$12,704.89 ",Camel Step Roasters,"Operadora Santa Clara, Sociedad Anonima","1,550 - 1,580 masl.",Guatemala,2019,Antigua,Sacatepéquez,"Syupy sweet, well balanced, red currant jelly, smooth finish","Ginger notes, lemon grass, honey, juicy, high sweetness, rose and kiwi, florarl, lyche, apricot, honey dew, melon, peppermint tea","Lively, Tangy, complet, juicy, bright, organge and tangarine, pineapple",Washed,Gesha,,,Guatemala
157,15,87.8,Guatalon,1792.01,$9.00/lb,"$16,128.09 ","Wataru & Co., Ltd","Juarez Solares, Guillermo Antonio",1700 msnm.,Guatemala,2019,Aldea Belén,Santa Rosa,"Syrupy, transparent, full","Cherries and berries, floral, jazmin, raspberry, rose, lyche, guava, kiwi","Orange, green apple, bright, grape, juicy",Washed,Pacamara,,28 Hectáreas,Guatemala
158,16,87.78,El Zapote y Anexos,1271.17,$10.00/lb,"$12,711.70 ","Coffee Me Up (Korea), tochcoffee, L’OISEAU, morebi cafe_jeju","Perez Perez, Wilfrido Hernan",1500 to 1900 masl,Guatemala,2019,Agua Dulce,Huehuetenango,"Transparent, smooth and silky body, round","Honey melon sweetness, yellow fruit, raisin, grapefruit, peach, coconut, hazelnut","Malic Acidity, bright, liveley, complex, grapes, complex fruit acids",Washed,Gesha,,,Guatemala
159,17,87.77,Las Rosas,970.02,$10.20/lb,"$9,894.20 ","Wataru & Co., Ltd.","Villatoro Villatoro, Rolando Belarmino",4500-600 feet,Guatemala,2019,Isnul,Huehuetenango,"Fresh refined aftertaste, structured, complex","Grapefruit, candy like, brown sugar, brown spice and chocolate, cedar, vanilla, plum, raspberry, butterscoth, stonefruit, pear","Liveley and bright, kiwi, complex, red apple, malic and soft",Washed,Gesha,,,Guatemala
160,18,87.52,Santa Irene,1940.16,$9.10/lb,"$17,655.46 ","Wataru & Co., Ltd.","Porlamar, S. A.",1750 msnm,Guatemala,2019,"LAS VERAPACES,",Baja Verapaz,"Transparent, smooth, syrupy sweetness","Mandarine, Orange, Raisin, Fig, Orange peel, Cherry, Honey, floral, chocolate, prune, nougat, jazmin and honey, red currant","Tartaric, complex, Malic, Rasspberry like",Washed,,,,Guatemala
161,19,87.45,San Rafael,920.86,$10.60/lb,"$9,761.12 ",Ecom Japan Limited,"Martinez Villatoro, Gerson Adoni","4,921 ft",Guatemala,2019,Hoja Blanca,Huehuetenango,"transparent, creamy and well structured body, thick syrupy mouthfeel","orange, fig, vanilla, grapes, cacao nibs and mollases, bergamot, black currant, necatrine, blackberyy, meyer lemon",citric,Washed,Maracaturra,,7 manzanas,Guatemala
162,20,87.16,El Libano,1683.65,$9.10/lb,"$15,321.22 ",Nagahama Coffee Inc.,"Perez Liquidano, Herbert Estuardo",1500,Guatemala,2019,Aldea La Pampa,Chimaltenango,"smooth, sugarcane, malty, round","Honey, black tea, chocolate, cherry and lime, nutella, sweet watermelon, starwberry, wine, candy","complex, well balanced, refined",Washed,Gesha,,19.6 Hectares,Guatemala
163,1a,91.06,El Socorro,233.22,$180.20 ,"$42,026.24 ","Maruyama Coffee, Goodboybob Coffee, Cometeer, Bird Rock Coffee Roasters, PT’s Coffee","Cercol, S. A.",6100 famsl,Guatemala,2020,Palencia,Guatemala,"Well Balanced, Lingering, Sweet, Transparent, Sparkling Aspect Like 7Up, Well Balance, Soft Finish, Tea Like Brown Sugar, Cashew, Syrupy, Long Lasting","Floral, Guava, Lemongrass, Tropical Fruit, Watermelon, Lemonade, White Peach, Sorbet, Jasmine, Black Tea, Strawberries, Tropical Fruit Ice Cream, Mango, Lychee, Lemongrass, Apricot, Basil, Mint, , Peach Floral Mango, Floral, Jasmine, Minty,","Citric Acid, Complex, Complex Citric, Intense, Multi-Dimensional Fruit Acidity, Citric, Tartaric Sweet And Complex Citric, Grape, Lively",Washed,Gesha,,280 hectares,Guatemala
164,1b,91.06,El Socorro,233.22,$175.30 ,"$40,883.47 ",JOOYEON Selection,"Cercol, S. A.",6100 famsl,Guatemala,2020,Palencia,Guatemala,"Well Balanced, Lingering, Sweet, Transparent, Sparkling Aspect Like 7Up, Well Balance, Soft Finish, Tea Like Brown Sugar, Cashew, Syrupy, Long Lasting","Floral, Guava, Lemongrass, Tropical Fruit, Watermelon, Lemonade, White Peach, Sorbet, Jasmine, Black Tea, Strawberries, Tropical Fruit Ice Cream, Mango, Lychee, Lemongrass, Apricot, Basil, Mint, , Peach Floral Mango, Floral, Jasmine, Minty,","Citric Acid, Complex, Complex Citric, Intense, Multi-Dimensional Fruit Acidity, Citric, Tartaric Sweet And Complex Citric, Grape, Lively",Washed,Gesha,,280 hectares,Guatemala
165,2,89.69,Mama Cata,609.84,$37.90 ,"$23,112.94 ","Pebble Coffee (Taiwan), Kakalove (Taiwan), Simple Kaffa (Taiwan), the Hub Coffee (Malaysia), Urban Coffee Roaster (HK) , Stellar on Coffee (South Korea)",Max Fernando Perez Rios,6250 famsl,Guatemala,2020,Acatenango,Chimaltenango,", Delicate, Clean, Crisp, Consistent, , Long Aftertaste Syrup, Clean And Transparent","Blueberry, Cream, Floral, Honey, Lemon, Lemon & Lime, Rose, Kiwi, Lime, Mango, Cherries, Caramel, Fanta Orange, Green Apple, Lychee, Floral, Orange, Lemon, Honey, Mango Floral Pineapple, Eucalyptus, Minty, Floral","Citric Acid, Fruity, Bright, Lime, Juicy, Crisp Acidity, Citric, Tartaric Bright Crisp , Citric, Complex, Syrupy",Natural,Gesha,,,Guatemala
166,3,89.04,La Esperanza,542.33,$37.40 ,"$20,283.14 ",Kyokuto Fadie Corporation & Onyx Coffee,Pedro Villatoro Castillo,5400 famsl,Guatemala,2020,La Libertad,Huehuetenango,", Coating Mouthfeel, Bright And Smooth Finish, Creamy Mouthfeel, , Well Structure, Sweet Chocolate, Round Mouthfeel, Creamy Body","Almond, Black Cherry, Dried Fig, Stewed Fruit, Strawberry Jam, Plum, Toffee, Panela, Sugar Cane, Cherries, Almond, Strawberry, Honey, Jasmine, Stone Fruits, Herb, Floral, , Red Apple Dark Cherry , Grape, Orange, Red Wine","Juicy, Lime, High Impact Citric, Complex, Complex, Citric, Malic, Complex Bright, Citric,",Washed,"Bourbon, Caturra, Typica",,31 hectares,Guatemala
167,4,88.94,Los Aguacatones,505.34,$30.20 ,"$15,261.27 ","MUSEO Co., Ltd. // ABRI COFFEE FACTORY // lowkey coffee // Peer coffee // Surfclub Roastery",Rosa Maria De La Peña Illescas,6500 famsl,Guatemala,2020,Huehuetenango,Huehuetenango,", Creamy, Well Balanced, Sweet, Complex, Very Sweet, Mellow, Round Mouthfeel Cinnamon Long Aftertaste, Persistent, Think Body","Mango, Stewed Fruits, Strawberry Jam, Vanilla, Strawberry, Nectarine, Raspberry, Milk Chocolate, Red Berries, Tangerine, Floral, Sugar Cane, Red Wine, Raisin, Date, Mango, Caramel, Mango Apricot Dark Cherry Cashew Fruits, Strawberry, Dark Grape, Honey","Bright, Lactic And Malic, Orange, Crispy, Winy And Complex, Sweet, Citric, Tartanic, Bright Tartaric, Grapes",Washed,"Gesha, Villa Sarchi, Typica",,,Guatemala
168,5,88.92,Miramundo,295.04,$30.10 ,"$8,880.70 ","Orsir Coffee(Taiwan), TRN(Taiwan Roasters Network)","Naturavista, S. A.",5700 famsl,Guatemala,2020,Pueblo Nuevo Viñas,Santa Rosa,", Juicy, Lingering, Creamy Mouthfeel, Consistent, Round Mouthfeel Syrup Improved , Silky Body, Complex","Cherry, Fruit Leather, Jasmine Honeysuckle, Hibiscus, Honey, White Chocolate, Marzipan, Milk Chocolate, Dark Chocolate, Rose, Chocolate, Peach, Sugar Cane, Juicy, Floral, Honey, Tea Rose Melon Peach, Lime, Eucalyptus, Floral","Delicate, Citric And Malic, Citric, Orange, Tartaric And Malic, Citric, Mellow, Bright And Crisp, Citric, Refreshing,",Washed,Gesha,,28 hectares,Guatemala
169,6,88.77,La Reforma Y Anexos,301.92,$46.60 ,"$14,069.47 ",BLESSBEAN CO.LTD(KOREA) / 1KG COFFEE / DNU COFFEE,"La Reforma Y Asociados, S. A.",4600 famsl,Guatemala,2020,Cuilco,Huehuetenango,"Balanced, Silky And Lingering, Long Aftertaste, Well-Balanced, Improved, Brown Sugar Velvety Long Aftertaste Crisp, Silky Body","Berry, Floral, Grapefruit, Honey, Lemon & Lime, Gumdrops, Tangerine, Jasmine, Coco, Red Berries, Brown Sugars, Floral, Peach, Lychee, Honey, Floral, Tea Muscat, Peach, Orange, Chocolate, White Wine, Molasses",", Bright Citric, Orange, Bright, Malic And Tartaric, Citric, Bright And Complex, Malic, Bright",Washed,Gesha,,74 hectares,Guatemala
170,7,88.65,Ponderosa,356.75,$37.30 ,"$13,306.78 ","Coffee Me Up (Korea), Cuppingpost, 331Roasters, Coffee Finder (Jeju), MONOSCOPE COFFEE COMPANY",Perez Perez Wilfrido Hernan,5800 famsl,Guatemala,2020,Cuilco,Huehuetenango,"Layered, Well Structured, Thick Body, Constant, Complex, Cinnamon Lively, Dense And Creamy Body","Berry, Gummy Candy, Honey, Watermelon, Lavender, White Wine, Strawberry, Mango, Papaya, Blueberry, Pineapple, Cinnamon, Grape, Spicy, Cedar, Toffee, Apricot Plum, Sweet Raisin, Strawberry, Blackberry, Cinnamon",", Acetic, Citric, Complex, Complex, Tartaric Bright, Lactic,",Natural,Gesha,,,Guatemala
171,8,88.56,Antigua El Semillero,143.19,$34.80 ,"$4,983.01 ","MUSEO Co., Ltd. // huelgo","Entre Caminos, S. A.",4900 famsl,Guatemala,2020,Alotenango,Sacatepequez,"Crisp Finish, Delicate, Lively, Juicy, Sweet, Juicy, Smooth, Syrupy, Creamy Body,","Butter, Hibiscus, Raisin, Sweet, Tangerine, Cotton Candy, Peach, Nutty, Sugar Cane, Keenum Tea, Raspberries, Floral, Orange, Passion Fruit, Dried Fruits, Raisin, Green Apple, , Plum Green Apple, Fig, Mandarin, Honey","Citrus, Malic, Orange, Tartaric And Citric, Malic, Complex, Citric, Juicy, Syrupy, Citric",Washed,Typica,,13 hectares,Guatemala
172,9,88.5,La Hermosa,633.07,$27.10 ,"$17,156.20 ",M2M Coffee Roasters / Fisher Coffee / MANNER COFFEE (China) /  June’s Garden Coffee / Small Arms Big Heart / NORDIC FROGGY COFFEE / 啟程拓殖 / 弥翼 / Latorre & Dutch Coffee (China),Max Fernando Perez Rios,6500 famsl,Guatemala,2020,Acatenango,Chimaltenango,"Improved As Cooled, Sweet Finish, Caramel Round Mouthfeel, Creamy Body","Berry, Blueberry, Cream, Jasmine, Nectarine, Watermelon, Jasmine, Lemon, Strawberry, Lemongrass, Sugar Cane, Lemon Tea, Jasmine, White Grape, Pear, Tropical Fruits, Complex, Mint, Tea-Like, Muscat Floral, Prune, Grape, Hibiscus","Balanced, Complex, Citric, Malic, Citric, Malic, Tartaric Bright, Green Grape",Natural,Gesha,,180 Ha.,Guatemala
