Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
92,12,86.88,Buena Vista,,$6.40/lb,"$4,659.20","NAGAHAMA COFFEE, COFFEE FACTORY, MAGNOLIA COFFEE ROASTERS, ISHII Corporation",[Withdrawn] Hugolino Roblero Roblero,,México,2015,Siltepec,Chiapas,Elegant after taste,"Vanilla, honey, brazil nut, caramello, almond, dried coco butter flavors, panela, green apple, pineapple, lemongrass, rosehip, dark coco, sour cherry, balanced flavor profile, elegant after taste","Malic, Citric quenching, long, crisp structured",Washed,50% Tipyca 50% Bourbón,,-,México
93,13,86.82,Arrollo Seco,,$4.20/lb,"$6,388.20","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Luis Antonio Lopez Agiular,1600-1700,México,2015,Candelaria,Oaxaca,"Mouthfeel multi-layered, long, round, wine like","Candy rose, mango, pineapple, grape, hubba bubba, fruit driven, strawberry, apricot, raspberry, floral,","White grape, elegant, crisp sour",Natural,50% Caturra 25% Pluma Hidalgo 25% Mundo Novo,,-,México
94,14,86.76,Apoxtla,,$5.60/lb,"$9,245.60","Wataru & Co., Ltd.",Pedro Manuel Chama Chavez,1300,México,2015,Ixhuatlan Del Café,Veracruz,"Fine mouth feel, medium body","Candied orange, marzipan, red grapefruit, black current, cherry, hazel nut, complex, cane sugar, tart cherry, cranberry, raspberry syrup","Bright citric, tartaric, refined",Washed,80% Garnica 20% Bourbón,,-,México
95,15,86.56,Arroyo Negro,,$6.30/lb,"$5,002.20",MC FOODS LIMITED,Deonicia Sanchez Gomez,1650,México,2015,La Concordia,Chiapas,"Mouthfeel, creamy, bold, big, juicy, syrupy, mild acidity, rich, long sweet finish, stewed, sweet","Spicy, vanilla, fresh blackberry, sweet coco, sweet tobacco, fuji apples, toblerone, bergamot, cherry","Delicate acidity, mild acidity",Washed,50% Typica 50% Bourbón,,-,México
96,16,86.5,Cafetalera Guadalupe Zaju,,$6.00/lb,"$24,606.00",Kaffebrenneriet as,Juan Luis Oretega Carballo,1050,México,2015,Xicotepec De Juarez,Puebla,"Long and juicy aftertaste, sparkling","Caramel, dried fruits, passion fruit, caramel almonds, maraschino cherry, yellow grape, pineapple, hops, rhubarb, peach, cranberry","Clean, honeysuckle, delicate acidity, passion fruit",Natural,Typica,,-,México
97,17,86.47,La Virgencita,,$4.10/lb,"$6,227.90","Maruyama Coffee, Uchida Coffee, Sugi Coffee Roasting",Adan Ortega Carballo,1139,México,2015,Tlacuilotepec,Puebla,"Mouthfeel juicy, creamy, balanced, subtle dark fruits","Honey, caramel, red fruits, cola, fruits, orange, mango, balanced","Berry balanced acidity, citric, grape, complex fruit driven",Washed,Typica,,-,México
98,1a,91.2,El Equimite 2017,,$100.49/lb,"$33,231.04","Maruyama Coffee, Campos Coffee, Sarutahiko Coffee",Rodolfo Jiménez López,1240,México,2017,Naolinco,Veracruz,"velvety, juicy, balanced, tangy, creamy body, explosive, cognac, intense, bright, resinous, complex, jammy","umami, dark cherry, cola, passion fruit, rose, radiant, melon, cedar, mango, lemon-lime, raisin, lychee, blackcurrant, nectarine, dark fruit, spicy, dried fruit","red grapes, phosphoric, malic, tartaric, complex, lactic,",Washed,Pacamara,,-,México
99,1b,91.2,El Equimite 2017,,$55.40/lb,"$18,320.23",Kyokuto Fadie Corporation,Rodolfo Jiménez López,1240,México,2017,Naolinco,Veracruz,"velvety, juicy, balanced, tangy, creamy body, explosive, cognac, intense, bright, resinous, complex, jammy","umami, dark cherry, cola, passion fruit, rose, radiant, melon, cedar, mango, lemon-lime, raisin, lychee, blackcurrant, nectarine, dark fruit, spicy, dried fruit","red grapes, phosphoric, malic, tartaric, complex, lactic,",Washed,Pacamara,,-,México
100,2a,90.57,Kassandra 2017-RA,,$13.10/lb,"$10,396.95",Merlo Coffee,Guillermo Rivas Diaz,1350,México,2017,Totutla,Veracruz,"velvety mouthfeel, elegant and balanced, umami, passion fruit, creamy body, rounded finish, complex, lavender, good intensity","red and green apple, lemongrass, black cherry, jasmine, dried fruits, cranberry, pineapple, winey, berry, raisin, red wine, passion fruit, chocolate","tartaric, intense, bright and citric, phosphoric, sparkling, crisp",Washed,Pacamara,,-,México
101,2b,90.57,Kassandra 2017-RA,,$13.10/lb,"$9,530.64",Dutch Barista Coffee Company and Single O.,Guillermo Rivas Diaz,1350,México,2017,Totutla,Veracruz,"velvety mouthfeel, elegant and balanced, umami, passion fruit, creamy body, rounded finish, complex, lavender, good intensity","red and green apple, lemongrass, black cherry, jasmine, dried fruits, cranberry, pineapple, winey, berry, raisin, red wine, passion fruit, chocolate","tartaric, intense, bright and citric, phosphoric, sparkling, crisp",Washed,Pacamara,,-,México
102,3a,90.5,Municipio Huatusco 2017,,$8.20/lb,"$12,473.76","Mercanta The Coffee Hunters, Dark Woods Coffee UK, Origin Coffee Roasters South Africa",Coordinadora De Productores De La Zona Centro Del Estado De Veracruz Sc De Rl De Cv,1550,México,2017,Huatusco,Veracruz,"sweetheart candy hot to cold, well rounded, good balance, tropical, full bodied, black currant, sweet, orange-chocolate, consistent all the way through, cascara, mandarin orange, jasmine","jasmine, honeysuckle, apricot, red berry, apple pie, tangerine, fresh blueberry, apple, grapes, orange, muscavor, watermelon candy, cotton candy, brown sugar, milk chocolate, juicy, red currant, cassis","tropical, juicy, red apple, refined, thirst quenching, balanced, citric and malic",Washed,Typica,,-,México
103,3b,90.5,Municipio Huatusco 2017,,$8.13/lb,"$12,367.27",Café Imports & Spyhouse Coffee Roasters.,Coordinadora De Productores De La Zona Centro Del Estado De Veracruz Sc De Rl De Cv,1550,México,2017,Huatusco,Veracruz,"sweetheart candy hot to cold, well rounded, good balance, tropical, full bodied, black currant, sweet, orange-chocolate, consistent all the way through, cascara, mandarin orange, jasmine","jasmine, honeysuckle, apricot, red berry, apple pie, tangerine, fresh blueberry, apple, grapes, orange, muscavor, watermelon candy, cotton candy, brown sugar, milk chocolate, juicy, red currant, cassis","tropical, juicy, red apple, refined, thirst quenching, balanced, citric and malic",Washed,Typica,,-,México
104,4a,90.2,"Los Azahares Primavera, Los…",,$17.60/lb,"$5,820.14",Orsir Coffee(Taiwan),"Diego Jiménez Luna, Pedro Jiménez Santiz, Antonia Giron López",1570,México,2017,Tenejapa,Chiapas,"candied grape, lemon candy, orange, lime and lemongrass, cassis","fresh cut strawberry, jasmine, floral, blackberry, raspberry, dr pepper, cola, spiced cola, tamarind, raisin, crystal clear, passionfruit, banana, caramel, mint, cassis, pineapple, jasmine flower, elderflower, cherry","white grape, bergamot, tartaric, juicy, sparkling",Washed,Bourbón Yellow Caturra,,-,México
105,4b,90.2,"Los Azahares Primavera, Los…",,$17.10/lb,"$5,654.80",Red Fox Coffee Merchants,"Diego Jiménez Luna, Pedro Jiménez Santiz, Antonia Giron López",1570,México,2017,Tenejapa,Chiapas,"candied grape, lemon candy, orange, lime and lemongrass, cassis","fresh cut strawberry, jasmine, floral, blackberry, raspberry, dr pepper, cola, spiced cola, tamarind, raisin, crystal clear, passionfruit, banana, caramel, mint, cassis, pineapple, jasmine flower, elderflower, cherry","white grape, bergamot, tartaric, juicy, sparkling",Washed,Bourbón Yellow Caturra,,-,México
106,5,90.1,"Los Azahares Invierno, Los…",,$18.20/lb,"$7,222.31",Red Fox Coffee Merchants for Temple Coffee,"Felix Faustino, Garcia López, Zacarias Constantino, Santiago Garcia",,México,2017,Santa Maria Yucuhiti,Oaxaca,"peach, creamy, big juicy mouthfeel, very sweet, sugars, bright, velvety body, hefty body, consistent, clean, resinous, mature fruit","black currant, blackberry, red berry, apricot, honey crisp apple, golden raisin, vanilla, sweet tea, condensed milk, rosewater, plum, red apple, persimmon, fragrant","plush, juicy, tropical, transparent, malic, berry-like, increased on cool, everlasting",Washed,Typica,,-,México
107,6a,90.07,"Los Azahares Invierno, Los…",,$22.20/lb,"$7,341.32",Campos Coffee,"Pedro Gómez Giron, Diego Gómez Giron",1570,México,2017,Tenejapa,Chiapas,"soft and creamy, long aftertaste, sweet throughout, praline","complex acidity, sparking, jasmine, cranberry, apple blossom, lemon tea, pear, vanilla, red apple, floral, red fruit, passion fruit, juicy, golden raisin, coriander seed,","complex, refined, mandarin, transparent, juicy, dynamic, malic, crisp, very clean,",Washed,Bourbón Yellow Caturra,,-,México
108,6b,90.07,El Cedro 2017,,$21.20/lb,"$8,412.80","Sydney Coffee Business Pty Ltd, COFFEE STAIN","Pedro Gómez Giron, Diego Gómez Giron",1570,México,2017,Tenejapa,Chiapas,"soft and creamy, long aftertaste, sweet throughout, praline","complex acidity, sparking, jasmine, cranberry, apple blossom, lemon tea, pear, vanilla, red apple, floral, red fruit, passion fruit, juicy, golden raisin, coriander seed,","complex, refined, mandarin, transparent, juicy, dynamic, malic, crisp, very clean,",Washed,Bourbón Yellow Caturra,,-,México
109,7,89.27,El Estribo 2017,,$9.20/lb,"$18,862.76","Wataru & Co., Ltd.",Tomás Macias González,1349,México,2017,Jilotepec,Veracruz,"marshmallow sweetness, clean and clear, improved on cool, vanilla, blueberry juice, rosehip and hazelnut","wildflower honey, green apple, red apple, red candy, lemonade, white grape, jasmine, raspberry, violet, floral, nectarine, banana, tropical fruits","complex, striking, mandarin, citric, radiant",Washed,Caturra,,-,México
110,8,88.73,Xoxohuico 2017,,$8.60/lb,"$6,256.76",Sulalat Coffee Trading,Adán Altamirano Dominguez,1.500m.,México,2017,Zongolica,Veracruz,"creamy, complex, clean, sweet, peach, vanilla bean, heavy chocolate and heavy fruit, integrated flavors, hibiscus, cranberry, persistent, round, supple, very syrupy","apricot, caramel, molasses, butter, spicy, vanilla, mango, maple syrup, almond, coconut juicy, cranberry, berry, peach, chocolate, praline, red berry, black currant","soft lemon, subtle, delicate, elegant, orange, citric, delicate, layered",Washed,Bourbón Typica,,-,México
111,9,88.6,Huehuetecpan 2017,,$8.10/lb,"$14,464.49","Royal Coffee, Inc.",Josefina Cavanzo Montalvo,,México,2017,Eloxochiatlán,Oaxaca,"viscous, lavender, rose, clean, lemon, lapsang souchong, sweet tea, toasted fruit","maple syrup, blackcurrant, dried fruits, brown sugar, buttery, lemon tea, kiwi, orange, caramel, green apple, tangerine, marshmallow, strawberry","blueberry, concord grape, malic, citric, soft and delicate",Washed,Caturra,,-,México
112,10,88.28,Cañada Fría 2017,,$9.60/lb,"$11,428.80",Camel Step Roasters,Carlos Garcia Campillo,1250,México,2017,Huitzilán de Serdán,Puebla,"creamy mouthfeel, evergreen, complex, sweet, saturated sugar, peach, peach tea, fig","honey, apricot, blackberry, nut, cherry, dried fruits, cane sugar, guava, vanilla, cinnamon, molasses","orange, lemongrass, delicate",Natural,Garnica,,-,México
113,11,88.25,La Herradura 2017,,$9.10/lb,"$7,222.31",Ecom Japan Limited,"Abraham Patricio, López España, Pedro Moises, López Garcia, Alberto Jorge, López España",,México,2017,Santa Maria Yucuhiti,Oaxaca,"cane sugar, tropical fruits, cedar, papaya, ripe banana, fermented pineapple, strawberry cheesecake, aged rum","ripe, raspberry, mango, cherry, coffee pulp, banana, wine-like, pineapple, red wine, grape, raspberry leaf, raisin, sangria, buttery, full aroma, bubble gum, plum,","complete acidity, tartaric, orange,",Washed,Bourbón,,-,México
114,12,88.23,El Bordo 2017,,$5.60/lb,"$14,815.08","Wataru & Co., Ltd.",Francisco Javier Montiel Valencia,1320,México,2017,Cosautlán De Carvajal,Veracruz,"intense, delicate, floral, delicate and dont touch, untouchable, velvety body, floral bouquet, super balanced, sugar browning, vanilla, integrated, sweet, prepared, crystal clear","candied pineapple, black currant, chocolate raspberry, strawberry, rose petal, jasmine, almond, prune, grape, vanilla, pineapple, orange, peach, marshmallow, coffee pulp,","elegant, delicate, orange, complex, dynamic, lime, tropical, refined, juicy,",Washed,Typica,,-,México
115,13,88.22,Esperanza 2017,,$9.60/lb,"$5,714.40",Kyokuto Fadie Corporation,José Daniel Cobilt Castro,1450,México,2017,Tlatetela,Veracruz,"jasmine flower, creamy, sparkling, radiant, syrupy, complex","coffee blossom, blackberry, jasmine, orange, vanilla, Nutella, pomegranate, cherry cola, fruity, guava, nutmeg, cinnamon, chocolate sweet, honey, almond, lemon tart, lemon peel","Malic, white grape, green apple, lime, cran-apple, transparent",Honey,Pacamara,,-,México
116,14,87.7,El Hormiguero 2017,,$8.10/lb,"$7,500.11","Nippon Coffee Trading Co., Ltd.",Roberto Licona Franco,1320,México,2017,Xalapa,Veracruz,"mandarin, citric, creamy, velvety mouthfeel, balanced","red apple, jasmine, blackberry, toffee, honey, peach, orange, lemon tea, coffee pulp, brown sugar, buttery, praline, hazelnut, creamy chocolate, apricot, maple syrup,","green apple, malic acid, nectarine,",Washed,Garnica,,-,México
117,15,87.5,El Paredon 2017,,$8.80/lb,"$5,238.20",Café Imports & Spyhouse Coffee Roasters.,Francisco Gerardo Durán Durán,1300,México,2017,Cosautlán De Carvajal,Veracruz,"agri dulce, coated, crisp and clean, tomatillo, nectarine, toffee aftertaste, tangerine, well balanced, velvety mouthfeel, consistent, balanced","tamarind, brown sugar, black currant, caramel, plum, milky coconut, grapefruit, dried fruit, hibiscus, dark berry, chocolate, caramel, berry","crisp, clean, vibrant, tartaric, tropical, complex,",Washed,Arabica,,-,México
118,16,87.35,Huehuetepan 2017,,$5.70/lb,"$18,095.56",Honu Kato Coffee Inc.,Salvador Hernández,1400,México,2017,Aldama,Chiapas,"creamy, pastrylike, improved on cooling, candied rhubarb","papaya, cherry pie, raspberry, blueberry, caramel cream, bright, raisin, honey, rhubarb, cherry tomato, sugar cane, panela","malic, delicate, lemon, rounded citric",Natural,Yellow Caturra,,-,México
119,17,87.13,Vergel II 2017,,$8.30/lb,"$7,685.30","TOA COFFEE Co.,Ltd , ARAB COFFEE Co.,Ltd.",José Sosa Llera,1200,México,2017,Naolinco,Veracruz,,"jasmine, mango, rose, roasted nut, coriander, chocolate, dried fruits, cherry, green tea, caramel, black currant, nectarine, mandarin, cinnamon, dark fruit, honey, cane sugar","bright, lemon, malic, clean, complex, resonant,",Washed,Garnica,,-,México
120,1a,90.7,Finca Peña Blanca – Jose Renteria Larios,,$100.20/lb,"$26,507.91","Maruyama Coffee, Sarutahiko Coffee, Uchida Coffee",Jose Renteria Larios,1600,México,2018,Cuatitlan De Garcia Barragan,Jalisco,"Mouth watering, dessert-like, port wine, clean, complex, intense","Blueberry, tropical fruit, starfruit, watermelon, concord grape, cantaloupe, hibiscus tea, honey, caramel green apple, cherry cola","Complex, phosphoric, fruit cocktail acidity",Natural,Caturra Rojo Marsellesa Sarchimor,,,México
121,1b,90.7,Finca Peña Blanca – Jose Renteria Larios,,$39.10/lb,"$10,343.91",Nippon Coffee Trading,Jose Renteria Larios,1600,México,2018,Cuatitlan De Garcia Barragan,Jalisco,"Mouth watering, dessert-like, port wine, clean, complex, intense","Blueberry, tropical fruit, starfruit, watermelon, concord grape, cantaloupe, hibiscus tea, honey, caramel green apple, cherry cola","Complex, phosphoric, fruit cocktail acidity",Natural,Caturra Rojo Marsellesa Sarchimor,,,México
122,2a,90.47,Finca la ilusión – Federico Barrueta Barrueta,,$27.40/lb,"$10,873.14","ST.BERRY COFFEE,
Coffee Me Up (Korea),
MAGNOLIA COFFEE ROASTERS,
SAZA COFFEE,
COFFEE FACTORY",Federico Barrueta Barrueta,2150,México,2018,Temascaltepec,Estado De Mexico,"Plush mouthfeel, buoyant, long aftertaste, lasting finish, buttery, creamy, complex, silky, velvety","Mango, peach, super ripe peach, yellow nectarine, hops, lime, strawberry yogurt, apricot, sugarcane, bergamot, clove, ginger, coriander seed","Limpid, vibrant, structured, juicy, sparkling",Washed,Bourbón Caturra,,,México
123,2b,90.47,Finca la ilusión – Federico Barrueta Barrueta,,$28.30/lb,"$9,358.53",Maruyama Coffee,Federico Barrueta Barrueta,2150,México,2018,Temascaltepec,Estado De Mexico,"Plush mouthfeel, buoyant, long aftertaste, lasting finish, buttery, creamy, complex, silky, velvety","Mango, peach, super ripe peach, yellow nectarine, hops, lime, strawberry yogurt, apricot, sugarcane, bergamot, clove, ginger, coriander seed","Limpid, vibrant, structured, juicy, sparkling",Washed,Bourbón Caturra,,,México
124,3a,90.2,Cruz Verde – Gabriel Bernard Rivas Ross,,$9.15/lb,"$3,025.81",Kaffebrenneriet As,Gabriel Bernard Rivas Ross,1350,México,2018,Totutla,Veracruz,"Full/enveloping mouthfeel, long lasting, creamy","Candied grape, maple syrup, sugary, figs, banana, winey, black currant, stewed fruit, dark brown sugar, grapefruit, nectarine, broiled pineapple, peach","Tartaric, very bright, sparkling, shining acidity",Washed,Pacamara,,,México
125,3b,90.2,Cruz Verde – Gabriel Bernard Rivas Ross,,$9.20/lb,"$3,042.35",Campos Coffee,Gabriel Bernard Rivas Ross,1350,México,2018,Totutla,Veracruz,"Full/enveloping mouthfeel, long lasting, creamy","Candied grape, maple syrup, sugary, figs, banana, winey, black currant, stewed fruit, dark brown sugar, grapefruit, nectarine, broiled pineapple, peach","Tartaric, very bright, sparkling, shining acidity",Washed,Pacamara,,,México
126,4a,90.03,Santa Cruz – Selestino Lopez Partos,,$7.70/lb,"$3,564.87",Nagahama Coffee Inc.,Selestino Lopez Partos,1500,México,2018,La Concordia,Chiapas,"Peach, mango, delicate","Chocolate, raspberry, floral, bergamot, coriander, minty, cucumber, peach, lavender, blueberry, elderberry, black tea","Lively, complex, expansive, sweet lime acidity, coconut",Washed,Bourbón Typica,,,México
127,4b,90.03,Santa Cruz – Selestino Lopez Partos,,$7.60/lb,"$3,518.57","ST.BERRY COFFEE,
MARUMI COFFEE",Selestino Lopez Partos,1500,México,2018,La Concordia,Chiapas,"Peach, mango, delicate","Chocolate, raspberry, floral, bergamot, coriander, minty, cucumber, peach, lavender, blueberry, elderberry, black tea","Lively, complex, expansive, sweet lime acidity, coconut",Washed,Bourbón Typica,,,México
128,5,89.6,Finca Las Chicharras – Lee Young Yong,,$7.10/lb,"$5,634.99",Red Whale Coffee,Lee Young Yong,1568,México,2018,Angel Albino Corzo,Chiapas,"Harmonious, big, intense, elegant, improving","Pineapple, apricot, black tea, kiwi, molasses, juicy, grapefruit, cherry, Belgium chocolate, pink tropical fruits, fresh green herbs, orange peel, black currant, lemongrass","Juicy, citric, sparkling, tartaric, structured",Washed,Catimor Catuai Caturra,,,México
129,6,89.4,El Mirador – Leon Mendoza Odilon,,$10.20/lb,"$10,793.74","EL CAFE COFFEE ROASTERS, Coffee Libre",Leon Mendoza Odilon,1400,México,2018,Zihuatanejo De Azueta,Guerrero,"Silky, well balanced","Pineapple, cherry, lychee, blueberry, mandarin, apricot, brandy, floral, green apple, cassis, chocolate, hazelnut, orange, concord grape, raspberry jam","Citric, malic, phosphoric",Natural,Bourbón,,,México
130,7,89.27,Finca Los Cimentos – Roman Mendoza Odilon,,$10.20/lb,"$12,142.90",Camel Step Roasters,Roman Mendoza Odilon,1270,México,2018,Zihuatanejo De Azueta,Guerrero,"Well balanced, refreshing, sugarcane","Coconut, banana, molasses, mango, jasmine, cherry, strawberry, plum","Sparkling acidity, tartaric",Washed,Bourbón,,,México
131,8,88.93,Finca El Aserradero – Marcelo Garcia Hernandez,,$6.80/lb,"$8,500.07",Solberg & Hansen As,Marcelo Garcia Hernandez,1300,México,2018,Atoyac De Alvarez,Guerrero,"Improved as cooled, juicy, elegant, sweet, tea-like","Toffee, apple, golden apple, pear, honey, cherry, red grapes, kiwi, apricot, orange blossom","Tartaric, complex, bright, citric",Washed,Typica,,,México
132,9,88.83,Cañada Fría – José Daniel Cóbilt Castro,,$10.30/lb,"$6,812.21",Greater Goods,Jose Daniel Cobilt Castro,1450,México,2018,Tlaltetela,Veracruz,"Delicate, smooth, creamy, improved as cools, transparent","Sticky bun, clean, macadamia nut, sweet molasses, dry cherry, dry fig, caramel drop, Bing cherry","Sweet citric, citric",Washed,Bourbón Caturra Pacamara,,,México
133,10,88.7,Poxtla – María Victoria Marini Debernardi,,$8.00/lb,"$3,703.76",Coffee Supreme,Maria Victoria Marini Debernardi,1310,México,2018,Tlaltetela,Veracruz,"Smooth, clean, rich syrupy body","Cinnamon, sweet spicy, tobacco, cranberry, pineapple, peach, mango, honey, squash pie, cedar, port wine, dates, red grapes","Refined, juicy, bright",Washed,Bourbón Typica,,,México
134,11,87.8,Finca Huehuetecpan – Francisco Javier Montiel Valencia,,$5.70/lb,"$5,654.80","Osito Coffee, Sey Coffee and Passenger Coffee",Francisco Javier Montiel Valencia,1350,México,2018,Cosautlan De Carvajal,Veracruz,"Balanced, harmonious, consistent, improved as cooled, structured, balanced, refined, elegant","Apricot, nectar, juicy, tangerine, honey, floral, cedar, lavender, bergamot, brown sugar, peach, tropical","Citric, soft, refined, clear, transparent",Washed,Caturra Garnica Mundo Novo,,,México
135,12,87.7,Tlayahualapan 1 – Joaquin Rodriguez Fernandez,,$6.00/lb,"$4,761.96","Wataru & Co., Ltd.",Joaquin Rodriguez Fernandez,1450,México,2018,Xico,Veracruz,"Long aftertaste, winey","Orange, lemon, dry cherry, honey, baking spice, sugarplum jam, cola, spicy, molasses, cranberry, stone fruity, fresh tobacco, toasted marshmallow","Citric, bright, vivid",Washed,Bourbón Caturra Typica,,,México
136,13,87.63,Agroforestal Chanjul – Edward Andres Esteve Creixell,,$6.50/lb,"$5,588.64","Coffee Me Up (Korea), L’OISEAU",Edward Andres Esteve Creixell,1400,México,2018,Tapachula,Chiapas,Syrupy mouthfeel,"Sugar cane, passionfruit, strawberry, cranberry, red grapefruit, blood orange, raspberry, pineapple, coffee blossom","Refined, malic, phosphoric",Natural,Hibridos,,,México
137,14,87.47,El Equimite – Rodolfo Jimenez Lopez,,$5.60/lb,"$5,185.21",Nippon Coffee Trading,Rodolfo Jimenez Lopez,1240,México,2018,Naolinco,Veracruz,"Long aftertaste, perfume","Marzipan, black plums, black currants, dark cherry, sweet, spicy, cantaloupe, green pepper, ripe grapes, tropical, papaya, tobacco","Tight knit, green apple, bright, juicy, white grapefruit",Washed,Pacamara,,,México
138,15,87.4,Kassandra – Guillermo Rivas Diaz,,$7.00/lb,"$5,092.64","Toa Coffee Co., Ltd.",Guillermo Rivas Diaz,1450,México,2018,Totutla,Veracruz,"Very clean, improved, silky, delicate, lingering finish","Broiled orange, apricot, preserved peaches, guava, floral, papaya, kiwi, lemongrass, very clean, watermelon","Very vibrant, sparkling, transparent, incredibly structured, beautiful, elegant, refined",Washed,Pacamara,,,México
139,16,87.37,Nuevo Paraíso – B Eutimio Luna Ramirez,,$5.50/lb,"$7,250.93",Honu Kato Coffee Inc.,B Eutimio Luna Ramirez,1500,México,2018,San Agustin Loxicha,Oaxaca,"Delicate, buttery","Sweet, dark chocolate, molasses, panela, vanilla, stone fruits, roasted peanut, roast almonds, fig, melon","Citric, mild, balanced",Washed,Mundo Novo Typica,,,México
140,17,87.3,El Rincon – Rodolfo Jimenez Ruedas,,$7.20/lb,"$5,682.60",Sulalat Coffee Trading,Rodolfo Jimenez Ruedas,1360,México,2018,Naolinco,Veracruz,"Juicy, syrupy body, complex, great mouthfeel","Tangerine peel, raisins, dates, figs, coconut, pineapple, plum, cedar",Round,Natural,Garnica,,,México
141,18,87.27,El Naranjal – Pedro Pedro Pérez,,$6.30/lb,"$6,250.04",Kyokuto Fadie Corporation,Pedro Pedro Pérez,1500,México,2018,San Agustin Loxicha,Oaxaca,Caramel,"Sundried tomato/umami, juniper, pineapple, brown sugar, cinnamon, chamomile, sweet lime",Piquant,Washed,Mundo Novo Typica,,,México
142,19,87.23,"Sana-Ite & La Cumbre Loma – Félix Faustino García López, Franciscano Guadalupe García Ortíz",,$5.70/lb,"$6,031.80","Wataru & Co., Ltd.","Felix Faustino Garcia Lopez, Franciscano Guadalupe Garcia Ortiz ",1500,México,2018,Santa Maria Yucuhiti,Oaxaca,"Silky mouthfeel, smooth, tea-like body, soft and smooth and satisfying","Floral, vanilla, white peach, honey, green apple, sugar cane, jasmine, chamomile, dried apple","Malic, soft, sweet, juicy",Washed,Mundo Novo Typica,,,México
143,20,87.2,"Stun Kava, Lomu Yu Kuiyo – Claudio Ernesto López Avendaño, Matias López Ayala",,$5.70/lb,"$6,006.66",Honu Kato Coffee Inc.,"Claudio Ernesto LÑpez AvendaÐo, Matias LÑpez Ayala",1500,México,2018,Santiago Nuyoo,Oaxaca,"Delicate, sugar cane, syrupy sweetness, cola","Plum, violet, dry fruits, cherry, honey, pomegranate, mulberry, raspberry, peach and apricot, fresh butter","Soft, delicate, sweet acidity",Washed,Bourbón Mundo Novo Typica,,,México
144,21,87.03,"El Naranjal & Copalillo – Ubaldo Máximo Pérez González, José Luis Lopéz García",,$5.50/lb,"$7,638.95","Wataru & Co.,Ltd.","Ubaldo Màximo Pérez Gonzàlez, José Luis Lopéz Garcia",1500,México,2018,"Santa MarÕa Yucuhiti,",Oaxaca,"Sugarcane, structured, silky","Rum cake, bouquet, cocoa, toasted almond, red currant, bittersweet chocolate, apple cider","Citric, juicy, sharp, lively, refined",Washed,Caturra Mundo Novo Typica,,,México
145,22,87.0,Finca Pocitos – Jesus Carlos Cadena Valdivia,,$5.50/lb,"$6,547.64","Tres Cabezas, List & Beisler GmbH, Hamburg",Jesus Carlos Cadena Valdivia,1400,México,2018,Cosautlàn De Carvajal,Veracruz,"Round mouthfeel, smooth, caramel, chocolate","Green grape, hibiscus, floral, marshmallow, blackberry, mandarin, pear, citric","Citric, malic, tartaric, complex acidity, persistent",Washed,Sarchimor Typica,,,México
146,23,86.97,"Ita Nuni, Carrizal & Mangal – Antolín Rogelio López, Froylan Plutarco López, Antonina Valeria Ortiz España",,$5.70/lb,"$5,277.80",Honu Kato Coffee Inc.,"Antolin Rogelio López, Froylan Plutarco López, Antonina Valeria Ortiz España",1500,México,2018,Santa Maria Yucuhiti,Oaxaca,"Dense, smooth and creamy","Spice cake, sour cherry, pineapple, dates, dried apricot, red wine, perfume","Tartaric, complex, citric",Washed,Bourbón Mundo Novo Typica,,,México
147,24,86.97,San Pablo – Carlos Alberto Audelo Holm,,$6.90/lb,"$13,690.57","Wataru & Co.,Ltd.",Carlos Alberto Audelo Holm,1400,México,2018,San Miguel Del Puerto,Oaxaca,Improved as cools,"Mexican chocolate, caramel, pecan, strawberry, raspberry, walnut, vanilla, toffee","Citric, strawberry-like, sweet acidity",Washed,Bourbón Mundo Novo,,,México
148,25,86.63,Finca El Encanto – Guadalupe Sanchez Sandoval,,$5.50/lb,"$8,730.21",Honu Kato Coffee Inc.,Guadalupe Sanchez Sandoval,1230,México,2018,Atoyac De Alvarez,Guerrero,Syrupy mouthfeel,"Apricot jam, buttery, peach pie, hibiscus, blackberry, sweet cinnamon, sweet spicy","Sparkling acidity, phosphoric",Natural,Typica,,,México
149,26,86.57,El Sabino – Teodoro Ruiz Casimiro,,$7.10/lb,"$4,226.20",Kyokuto Fadie Corporation,Teodoro Ruiz Casimiro,1230,México,2018,Mazatlan Villa de Flores,Oaxaca,Round,"Red fruit grapes, syrupy, cherry, prune, lemon curd, ginger, red wine, sweet spice, apricot","Tartaric, floral, malic",Washed,Bourbón Caturra Mundo Novo,,,México
150,27,86.57,"Monte Grande & Las trancas – Juana Petra García López, Edilberto Eugenio García López",,$5.70/lb,"$6,031.80",Honu Kato Coffee Inc.,"Juana Petra Garcia Lopez, Edilberto Eugenio Garcia Lopez",1500,México,2018,Santa Maria Yucuhiti,Oaxaca,"Clean, sweet, creamy, smooth mouthfeel","Pleasant mushroom, honey, nuts, almond, chocolate, apple pie, oolong tea",Citric,Washed,Caturra Mundo Novo Typica,,,México
