Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
82,17,88.17,Yohannes,"1,157.00",$              20.10,"$                22,592.40","Orsir International Co., Ltd.",Yohannis Tadesse Taayee,,Ethiopia,2022,,,"Sweet and creamy, Cinnamon, Clean, Complex acidity, Cotton, Crisp, Dark Chocolate, Dried pear","Black Tea , Brown Sugar , Floral , Grapefruit , Plum , Acetic Acid, Black Currant, Blackberry, Cherry, Citrus, Cocoa, Coconut, Herbal, Lemon, Licorice-anise, Lime peel, Raisin, Rhubarb, Stone Fruit, Tangerine, Toffee, Vanilla, Watermelon","Citric Acid, Citrus Fruit, Grapefruit, Green Apple, Juicy, Lemon & Lime, Mandarin Orange, Mango, Pineapple, Plum",Natural,74110,,,Ethiopia
83,18,88.17,Alemayehu,330.7,$              13.10,"$                15,156.70",Linking Coffee & 步昂咖啡.,Alemayehu Gosaye Gobena,,Ethiopia,2022,,,"Overall Sweet, Sweet Aromatics, Grapefruit, Herbal, Lemon, Long aftertaste, Maple Syrup, Melon, Caramel","Peach , Floral , Green Apple , Apricot, Berry, Black Tea, Brown Spice, Chocolate, Citrus Fruit, Complex, Cream, Fruity, Ginger, Grape, Grapefruit, Green Grape, Herb-like, Honey, Jasmine, Nectarine, Red Currant, Red Grape, Stone Fruit, Strawberry, Sweet, Tangerine","Citric Acid , Malic Acid , Refreshing, Structure, Sweet & Sugary,Tartaric",Natural,74110,,,Ethiopia
84,19,88.11,Genale Gamada,595.3,$              36.00,"$                11,905.20",Sulalat Coffee Trading,Genale Gameda Mude,,Ethiopia,2022,,,"Smooth, Green Apple , Jasmine , Lime , Mango , Pear, Minty","Floral , Peach , Brown Sugar , Apricot, Berry, Black Tea, Caramel, Citrus Fruit, Classic Etiop, Complex, Ginger, Grape, Hazelnut, Herbal, Honey, Lemon, Lemon & Lime, Lychee, Pineapple, Pomegranate, Red Apple, Red berry, Red Currant, Ripe peach, Sweet, Vanilla","Citric Acid , Malic Acid , Blackberry, Bright, Citrus, Grape, Lemon, Lemon & Lime",Natural,74158,,,Ethiopia
85,20,88.11,Sentayehu,859.8,$              29.10,"$                17,323.23","Nanjing Eco Farm Trading Co., Ltd.",Sentayehu Mesele Yirgu,,Ethiopia,2022,,,"Good balance, Overall Sweet,  Juicy, Lime, Maple Syrup, Plum","Blueberry , Raspberry , Floral , Peach , Pomegranate , Red Grape ,  Almond, Berry, Black Tea, Blackberry, Brown Sugar, Caramel, Cherry, Chocolate, Citrus, Complex, Dark Chocolate, Elderflower, Grapefruit, Green Apple, Lychee, Mango, Old Wine, Plum, Rose, Stone Fruit, Tropical Fruit","Dried Dates, Malic Acid, Passion Fruit, Peach, Stone Fruit, Tartaric",Natural,74158,,,Ethiopia
86,21,88.06,Desalegn,925.9,$              11.00,"$                   9,457.80",Brulerie du Quai,Desalegn Abebe Adela,,Ethiopia,2022,,,"Complex, Sweet Aromatics, Peach, Plum, Pumpkin, Very sweet","Floral , Berry, Black Tea, Blueberry, Brown butter, Brown Spice, Brown Sugar, Cacao Nibs, Candy, Chocolate, Cinnamon, Citrus Fruit, Elderflower, Ginger, Grapefruit, Jasmine, Juicy, Lychee, Mandarin Orange, Mango, Nectarine, Pine, Prune, Sunkist, Sweet, Tangerine, Tropical Fruit","Citric Acid , Bright, Malic Acid, Lemon and Lime",Natural,74112,,,Ethiopia
87,22,88.03,Bukku Abele,727.5,$              11.00,"$                10,184.90",Full Sweet Coffee,Kebede Genalle Arrare,,Ethiopia,2022,,,"Guava, Honeydew, Juicy, Lime, Lychee, Mango, Maple Syrup, Nut, Orange, Peach, Pear, Plum, Pommegranate, Red delicious, Sweet Bread Pastry","Citrus , Berry , Cherry , Açai, Bittersweet Chocolate, Black Cherry, Blueberry, Brown Sugar, Chocolate, Dark Chocolate, Floral, Green Tea, Hazelnut, Jasmine, Lemon & Lime, Litchi, Lychee, Mango, Melon, Milk Chocolate, Nectarine, Nougat, Peach, Pear, Prune, Strawberry, Sweet herb, Sweet spicy","Citric Acid , Berry, Lemon & Lime, Malic Acid, Mango",Natural,74110,,,Ethiopia
88,23,87.92,Awol,"1,058.00",$              18.10,"$                13,167.75","Nanjing Eco Farm Trading Co., Ltd.",Awol Siraj Abdella,,Ethiopia,2022,,,"Nice acidity, Orange, Peach, Pear, Plum, Syrupy body, Toffee, Very sweet","Black Tea , Floral , Mandarin Orange , Bakers Chocolate, Berry, Brown Roast, Brown Sugar, Caramel, Cherry, Citrus Fruit, Cocoa, Grapefruit, Green Apple, Hazelnut, Lemon, Lemonade, Melon, Orange Blossom, Peach, Pear, Plum, Sugarcane, Sweet","Citric Acid , Black Currant, Crisp, Green, Lemon, Malic Acid, Tart",Natural,74110,,,Ethiopia
89,24,87.92,Fuad,"2,116.00",$              15.10,"$                15,975.80",Linking Coffee & 步昂咖啡.,Fuad Feku Jibril,,Ethiopia,2022,,,"Red Grapes,  Mixed fruit, Nut, Pear, Plum, Pomegranate, Tartaric Acidity","Berry , Blueberry , Winey , Bittersweet Chocolate, Brown Sugar, Cherry, Citrus Fruit, Eugalyptus, Grape, Grapefruit, Green, Lemon & Lime, Melon, Milk Chocolate, Nutty, Passion Fruit, Plum, Pomegranate, Red wine, Roasted Almond, Rose Hips, Sweet, Tea Rose, Tropical Fruit, Vanilla","Blueberry, Citric Acid, Crisp, Lemon & Lime, Malic Acid, Stone Fruit, Tartaric",Natural,74112,,,Ethiopia
90,25,87.86,Tadesse,"1,984.00",$              21.20,"$                44,859.20","Kakalove (Taiwan), Simple Kaffa The Coffe One, Urban Coffee Roaster (HK), Pebble Coffee (Taiwan)",Tadesse Teko Teero,,Ethiopia,2022,,,"Bittersweet Chocolate finish, Well balanced,  Balanced, Blackberry, Blueberry, Brown Sugar, Candy, Caramel, Cherry","Fruity , Anise, Blueberry, Caramel, Cherry, Chocolate, Citrus, Citrus Fruit, Floral, Grapefruit, Green Tea, Hazelnut, Herbal, Jasmine, Kiwi, Mango, Milk Chocolate, Nectarine, Orange, Passion Fruit, Plum, Pomegranate, Red Apple, Red Currant, Stone Fruit, Strawberry, Sweet, Winey","Citric Acid , Bright, Complex, Lemon & Lime, Malic Acid, Structure, Tartaric acidity",Natural,74112,,,Ethiopia
91,26,87.81,Ayele,496,$                9.10,"$                18,054.40","Wataru & Co., Ltd.",Ayel Naramo Shalamo,,Ethiopia,2022,,,"Overall Sweet, Sweet Aromatics,  Burnt Sugar, Cocoa, Crème, Pecans","Black Tea , Brown Sugar , Cherry , Floral , Juicy , Mandarin Orange , Red Apple , Berry, Citrus Fruit, Dark Chocolate, Grape, Green Apple, Lemon, Lychee, Mango, Melon, Orange, Peach, Red Currant, Roasted Almond, White Grape","Citric Acid , Balanced, Bright, Citrus, Crisp, Malic Acid, Orange",Anaerobic,74158,,,Ethiopia
92,27,87.75,Gemeda,"2,116.00",$              16.60,"$                   8,233.60",Wataru for Voila Coffee,Gemeda Kumi Qannoo,,Ethiopia,2022,,,"Sweet & Sugary, Vanilla, Citric Acid, Clean, Grapefruit, Juicy, Lime, Milk Chocolate, Nice balance, Orange","Milk Chocolate , Apricot, Berry, Black Tea, Blackberry, Caramel, Cherry, Cranberry, Cream, Floral, Green Apple, Green Tea, Herbal, Kiwi, Lime, Mandarin Orange, Nectarine, Orange, Peach, Pineapple, Roasted Hazelnut, Stone Fruit, Strawberry, Sweet, Tropical Fruit","Citric Acid , Cola, Fruity, Lime, Malic Acid",Natural,74110,,,Ethiopia
93,28,87.28,Aberashe,694.5,$                9.00,"$                19,044.00","Wataru & Co., Ltd.",Aberash Tabato Utala,,Ethiopia,2022,,,"Bittersweet Chocolate, Plum.  Crisp, Custard, Grapefruit, Honey, Lemon, Lime acidity, Mango, Milk Chocolate, Nectarine,","Dark Chocolate , Berry , Blueberry , Floral , Stone Fruit , Black Tea, Brown Sugar, Cacao Nibs, Casis, Cream, Grape, Grapefruit, Green Apple, Honey, Lemon & Lime, Orange, Raspberry, Red Currant, Roasted Hazelnut, Watermelon","Citric Acid, Grapefruit, Lemon, Malic Acid, Strawberry, Tartaric, White Grape",Natural,74112,,,Ethiopia
94,29,87.17,Alem,"1,323.00",$              18.00,"$                12,501.00",Artist Hub Coffee Company,Alema Shalo Gocha,,Ethiopia,2022,,,"Sweet herbs,  Breadfruit, Cherry, Citric Acid, Cranberry, Crisp, Custard, Floral, Green Apple, Toasted Walnut, Malic Acid, Mango, Marzipan, Nougat","Green , Nectarine , Tangerine , Apricot, Bergamot, Berry, Biscuity, Black Currant, Brown Sugar, Caramel, Cinnamon, Fruity, Green Apple, Green Grape, Green Tea,Jasmine, Litchi, Mango, Nutty, Orange, Peanuts, Pineapple, Potato, Ripe peach, Roasted Peanuts, Star anise, Stone Fruit, Strawberry, Sweet, Tropical Fruit, Vanilla","Citric Acid , Bright, Structured",Anaerobic,74158,,,Ethiopia
95,30,87.17,Geno,"36,538.90",$                8.60,"$                11,377.80",honu加藤珈琲店株式会社,Geno Adula Sutiya,,Ethiopia,2021,,,"Chocolate and long finish, Nougat, Pear, Pulp, Rounded, Strong flavor, Vanilla","Floral , Peach , Green Apple , Nectarine , Raspberry , Almond, Bakers Chocolate, Berry, Brown Spice, Brown Sugar, Complex, Green Tea, Hazelnut, Herb-like, Melon, Passion Fruit, Pineapple, Red Apple, Red berry, Rose Hips, Stone Fruit, Tangerine, Tea tree, Tropical Fruit","Citric Acid , Malic Acid , Stone Fruit",Natural,74110,,,Ethiopia
